"Artist";"Album";"Song";"Label";"start";"end";"Year";"itunes";"deezer";"spotify"
"Shahram";"Khana khana : Funk, psychedelia and pop from the iranian pre-revolution generation";"Woman";"PHARS";1709287130;1709287365;;;;
"Lee Perry & The Upsetters";"Stick together";"Scratch walking";"PEGASUS";1709287363;1709287540;2010;;;
"Tm Juke";"Forward";"Bee's on mars";"TRU THOUGHTS";1709287363;1709287540;2006;"https://music.apple.com/fr/album/bees-on-mars/308219358?i=308219383&uo=4";"https://www.deezer.com/track/15016130";"https://open.spotify.com/track/2cG9apNoS1PPeGqPWmXQ6f"
"Elli Ingram";"Bad behaviour";"Loving you (is losing me)";"PINC RECORDS";1709287538;1709287760;2023;;;"https://open.spotify.com/track/0RbHR8UsILik92BTp7DJWO"
"Slim Whitman";"B.O.F : Mars attacks!";"Indian love call";;1709287538;1709287724;1996;;;
"Archie Whitewater";"Archie Whitewater";"Friends and neighbors";"GEFFEN";1709287760;1709287983;1970;"https://music.apple.com/fr/album/friends-and-neighbors/1500471699?i=1500471720&uo=4";;"https://open.spotify.com/track/5u3GIqGxYHVduCxvzg8jJb"
"David Bowie";"Hunky dory";"Life on Mars?";"EMI";1709287760;1709287983;1971;"https://music.apple.com/fr/album/life-on-mars/726406578?i=726406821&uo=4";;
"Flavien Berger";"Mars balnéaire";"Mars balnéaire";"PAN EUROPEAN RECORDING";1709287982;1709288277;2014;"https://music.apple.com/fr/album/mars-baln%C3%A9aire/1559222428?i=1559222978&uo=4";"https://www.deezer.com/track/1280408212";"https://open.spotify.com/track/7k3OYCiega7lTkl0Rp58OI"
"Cousin Kula";"Vitamin D";"Good feelin'";"RHYTHM SECTION ITNL.";1709287982;1709288143;2024;"https://music.apple.com/fr/album/good-feelin/1718066214?i=1718066227&uo=4";"https://www.deezer.com/track/2555455432";"https://open.spotify.com/track/24G1e3jWWM5arUr315JUKo"
"Telemakus";"The New heritage";"Mars blues";"RADIO JUICY";1709288141;1709288311;2021;;;"https://open.spotify.com/track/3Vw6jxsmxkwMgYwNSyGO0v"
"Melodiesinfonie";"We gonna be ok";"Introspective";"RADICALIS";1709288141;1709288311;2022;"https://music.apple.com/fr/album/introspective/1613525733?i=1613527106&uo=4";;"https://open.spotify.com/track/5VZjewApZLk6JgC3YL31lj"
"Les Freres Megri";"Mahmoud Hassan Younès";"Sebar";"SUDIPHONE";1709288309;1709288543;1974;;;
"Sixto Rodriguez";"Cold fact";"Inner city blues";"LIGHT IN THE ATTIC RECORDS";1709288309;1709288514;1970;;;
"Piero Umiliani";"BOF / Il corpo";"Il corpo : Free life (vocal)";"EASY TEMPO";1709288544;1709288858;1974;;;
"Jess Sah Bi & Peter One";"Our garden needs its flowers";"Clipo clipo";"AWESOME TAPES FROM AFRICA";1709288855;1709289063;1985;;;
"Etienne Daho";"Eden";"Les bords de seine (feat. Astrud Gilberto)";"VIRGIN";1709288855;1709289063;1996;;;
"The Glenn Miller Orchestra & Buddy Defranco";"Une heure avec Glenn Miller";"Song of the volga boatmen";"EPIC";1709289061;1709289248;;;;
"J. Rawls";"Jazzhop";"Trust";"POLAR ENTERTAINMENT";1709289061;1709289206;2022;;;
"Roy Ayers";"Move to groove /  The best of 1970's jazz - funk";"The boogie back";"VERVE";1709289247;1709289520;1974;"https://music.apple.com/fr/album/the-boogie-back/1113964345?i=1113964583&uo=4";;"https://open.spotify.com/track/6IST9f4O5DtXuxal7RM7A3"
"Dina Ogon";"Dina Ögon";"Dolus & Culpa";"SING A SONG FIGHTER";1709289247;1709289496;2021;"https://music.apple.com/fr/album/dolus-culpa/1615639747?i=1615639770&uo=4";"https://www.deezer.com/track/1692684547";"https://open.spotify.com/track/084dodpf0cVWIDPzo627h6"
"Thee Heart Tones";"Sabor a mi";"Sabor a mi";"BIG CROWN RECORDS";1709289495;1709289830;2024;"https://music.apple.com/fr/album/sabor-a-mi/1726077979?i=1726077982&uo=4";;"https://open.spotify.com/track/5m13q2vlo88oDjg0SK6v79"
"Moonchild";"Voyager";"Let you go";"TRU THOUGHTS";1709289495;1709289691;2017;"https://music.apple.com/fr/album/let-you-go/1210778924?i=1210778989&uo=4";;"https://open.spotify.com/track/4RthysJS6wkaiinRYHssxG"
"Esther Phillips";"Alone again naturally";"Use me";"SONY";1709289696;1709289930;1972;"https://music.apple.com/fr/album/use-me/215737043?i=215738064&uo=4";;"https://open.spotify.com/track/4zCW4FvWlUZjL1PwPgssdJ"
"Merryn Jeann";"Dog beach";"Nude in a waterhole";"RESCUE / RETURN RECORDS";1709289696;1709289925;2024;"https://music.apple.com/fr/album/nude-in-a-waterhole/1727185566?i=1727185567&uo=4";;"https://open.spotify.com/track/5LpdkP7K3CT0Nbi0Fe3Bst"
"Savarit";"French riviera";"Desert sun";"LE POP CLUB RECORDS";1709289923;1709290160;2023;"https://music.apple.com/fr/album/desert-sun/1715484682?i=1715484823&uo=4";;"https://open.spotify.com/track/5Y5Ojt9eQt67DeKIw0EVew"
"Laurent Bardainne & Tigre D’eau Douce";"Oiseau (feat. Bertrand Belin) (radio edit)";"Oiseau (feat. Bertrand Belin) (radio edit)";"HEAVENLY SWEETNESS";1709289923;1709290129;2022;;;
"Pierre Daven-Keller";"Kino music";"Sirocco";"KWAIDAN";1709290148;1709290319;2019;"https://music.apple.com/fr/album/sirocco/1519756695?i=1519756913&uo=4";;"https://open.spotify.com/track/3bq0GxlgmjoawrQvqhVLtQ"
"Fleetwood Mac";"English rose";"Black magic woman";"BGO RECORDS";1709290148;1709290314;1968;"https://music.apple.com/fr/album/black-magic-woman/324296505?i=324297140&uo=4";;
"Kel Assouf";"Tin Hinane";"Tiliadene n'ashra (les filles du Sahara)";"IGLOOMONDO";1709290312;1709290468;2011;;;
"Lispector";"Small town graffiti";"Be careful what you wish for";"TEENAGE MENOPAUSE";1709290312;1709290463;2019;"https://music.apple.com/fr/album/be-careful-what-you-wish-for/1603678425?i=1603678718&uo=4";;"https://open.spotify.com/track/0itdbT6L6LobSWMgYwv5oQ"
"The Police";"The police : Synchronicity";"Tea in the Sahara";"AM RECORDS";1709290451;1709290682;1983;"https://music.apple.com/fr/album/tea-in-the-sahara/1440804541?i=1440805348&uo=4";;"https://open.spotify.com/track/26R3e7bjY6e9dlgghide8L"
"Esperanza Spalding";"Esperanza";"I know you know";"HEADS UP";1709290451;1709290675;2008;;;"https://open.spotify.com/track/3afeZ81GDy59tATovKyH6Z"
"David Bismuth";"Marie Jaëll : Musique symphonique et musique pour piano";"Ce qu'on entend dans l'Enfer : Blasphèmes - pour piano";"EDICIONES SINGULARES";1709290674;1709290868;2015;;;
"Angelo Badalamenti";"B.O.F. / Mulholland drive";"Pretty 50s";"MILAN";1709290674;1709290863;2001;;;
"Jordi Sabates";"Improvisto";"Ocells del més enllá Part II";"HI TOP";1709290851;1709291098;1975;;;
"Les Paul";"BD Music presents Les Paul & Mary Ford";"Johnny Is the Boy for Me";"BDMUSIC";1709290851;1709290971;1952;;;
"Cortex";"Troupeau bleu";"La rue";"UNDERDOG";1709291091;1709291360;1975;"https://music.apple.com/fr/album/la-rue/1154110761?i=1154111004&uo=4";;"https://open.spotify.com/track/6lzDycd60SJ7H8y6wuESGl"
"Patti Smith";"Banga";"This is the girl";"SONY";1709291091;1709291318;2012;"https://music.apple.com/fr/album/this-is-the-girl/529605595?i=529605657&uo=4";;"https://open.spotify.com/track/3aDLTIgOoi21boHt8KXIKB"
"New Zion W. Cyro";"Sunshine seas";"Sunshine seas";"RARE NOISE RECORDS";1709291353;1709291546;2016;;;
"The Dynamics";"Version excursions";"Girls and boys";"GROOVE ATTACK";1709291353;1709291546;2007;;;
"Kiledjian";"The otium mixtape";"Father Sky (Meditation)";"UNDERDOG RECORDS";1709291543;1709291700;2024;"https://music.apple.com/fr/album/father-sky-meditation/1714815918?i=1714815938&uo=4";;"https://open.spotify.com/track/2CIz2XvIeOZxYKzc61Hgki"
"Hany Mehanna";"Music for airplanes";"Ayam al marah";"SOUMA RECORDS";1709291543;1709291695;2021;"https://music.apple.com/fr/album/ayam-al-marah/1597484455?i=1597484710&uo=4";;"https://open.spotify.com/track/5CRkrPpvJy1D3hgCzgcZqM"
"Lil Yachty";"Let's start here.";"Pretty";"QUALITY CONTROL MUSIC MOTOWN RECORDS";1709291693;1709291856;2023;"https://music.apple.com/fr/album/pretty/1667414099?i=1667414107&uo=4";"https://www.deezer.com/track/2125612327";"https://open.spotify.com/track/6vDyzD9o8aYhR1963oJpkO"
"Phil Ochs";"All the news that's fit to sing / I ain't marching anymore";"I ain't marching anymore";"ELEKTRA";1709291693;1709291846;1965;"https://music.apple.com/fr/album/i-aint-marching-anymore/111190810?i=111189496&uo=4";;"https://open.spotify.com/track/18bzuq8A21sRcI4w4gqGD2"
"Hannah Jadagu";"Aperture";"Six months";"SUB POP RECORDS";1709291854;1709292035;2023;"https://music.apple.com/fr/album/six-months/1668208116?i=1668208119&uo=4";;"https://open.spotify.com/track/0z3c0DJw9vqwO1joIUcNh7"
"Henri Salvador";"Les interprètes de Léo Ferré";"La chanson du scaphandrier";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1709291854;1709292016;1950;;;
"Annie Girardot";"Vivre pour vivre";"I.B.M.";"POLYDOR";1709292034;1709292199;1967;"https://music.apple.com/fr/album/i-b-m/1553943838?i=1553944253&uo=4";;"https://open.spotify.com/track/2wJFOq7oDYHcsplai4vObg"
"Seu Jorge";"Bof / La Vie Aquatique";"Rebel rebel";"HOLREC";1709292034;1709292177;2004;"https://music.apple.com/fr/album/rebel-rebel/1419744917?i=1419745140&uo=4";"https://www.deezer.com/track/118086198";"https://open.spotify.com/track/0gwNAMVAXRvERlC16eZXyA"
"Dizzy Gillespie";"Diz and Getz";"Girl of my dreams";"VERVE";1709292197;1709292393;1954;;;
"Pedro Mizutani";"Aperana";"Chuva de verão";"NICE GUYS";1709292197;1709292370;2023;;"https://www.deezer.com/track/2139956427";"https://open.spotify.com/track/091QzRtg5iKapgiz6MtvLE"
"Douniah";"A lot, not too much";"Nur für mich";"MELTING POT MUSIC";1709292392;1709292716;2023;"https://music.apple.com/fr/album/nur-f%C3%BCr-mich/1707382545?i=1707383469&uo=4";;"https://open.spotify.com/track/4d0H6sSG6g1khAdtNaofmz"
"Shay Hazan";"Wusul";"Sunflowers (feat. Nitai Hershkovits)";"BATOV RECORDS";1709292392;1709292642;2024;;;
"Jay-Jay Johanson";"So tell the girls that i am back in town";"So tell the girls that i am back in town";"BMG";1709292713;1709292937;1997;;;
"Thundercat";"Them changes";"Them changes";;1709292713;1709292899;2015;"https://music.apple.com/fr/album/them-changes/1008895946?i=1008895951&uo=4";;"https://open.spotify.com/track/4u8031pTkTODbRaDCbx8Yv"
"MC Solaar";"Qui sème le vent récolte le tempo";"Qui sème le vent récolte le tempo";"POLYDOR";1709292937;1709293196;1991;"https://music.apple.com/fr/album/qui-s%C3%A8me-le-vent-r%C3%A9colte-le-tempo/1572971729?i=1572971943&uo=4";;"https://open.spotify.com/track/0lkiCn67S6NUEMi8vBWDpY"
"Pawpaw Rod";"This Must Be A PawPaw Rod EP";"Bonafide";"GODMODE";1709292937;1709293123;2023;;"https://www.deezer.com/track/2476812741";"https://open.spotify.com/track/1jIopA8Imz4gwR8bjBlEjJ"
"Lou Donaldson";"Scotch & Sofa";"One Cylinder";;1709293189;1709293580;1967;;"https://www.deezer.com/track/3541734";"https://open.spotify.com/track/1kVFYne9ebnXlmyf2wBdVt"
"The Rolling Stones";"Let it bleed";"You can't always get what you want";"LONDON";1709293189;1709293553;1969;"https://music.apple.com/fr/album/you-cant-always-get-what-you-want/1500642838?i=1500643065&uo=4";;"https://open.spotify.com/track/6lFZbCc7pn6Lme1NP7qQqQ"
"The Shacks";"The Shacks (EP)";"Rain";"BIG CROWN";1709293551;1709293698;2016;"https://music.apple.com/fr/album/rain/1472449223?i=1472449711&uo=4";"https://www.deezer.com/track/710630322";"https://open.spotify.com/track/0ZjQjWrDPzMbpQvF4iIcbT"
"Orchestre Symphonique De Boston";"Gabriel Fauré : Pelléas et Mélisande";"Dolly op 56 : 4. Kitty-valse - arrangement pour orchestre";"DEUTSCHE GRAMOPHON";1709293551;1709293697;1987;;;
"Billie Holiday";"Lady in satin";"It's easy to remember";"CBS";1709293694;1709293850;1958;"https://music.apple.com/fr/album/its-easy-to-remember/978824792?i=978825515&uo=4";;"https://open.spotify.com/track/302SryqDEpWkEFiHJFn3wF"
"Wendy & Bonnie";"Genesis";"The winter is cold";"SUNDAZED";1709293694;1709293848;1969;"https://music.apple.com/fr/album/the-winter-is-cold/1294938895?i=1294939227&uo=4";;"https://open.spotify.com/track/365KOYcOUKT7ZqSaNUkU6r"
"Erika De Casier";"Still";"Ice";"4AD";1709293843;1709294008;2024;;;"https://open.spotify.com/track/0Tsr1YNiCw3znq8RYwiLjp"
"Madeleine Peyroux";"Standing on the rooftop";"Martha my dear";"UNIVERSAL MU";1709293843;1709293992;2011;;;
"Cold Diamond & Mink";"From us to you... with love";"My love (instrumental)";"TIMMION RECORDS";1709294007;1709294135;2021;;;
"The Cinematic Orchestra";"Ma fleur";"Child song";"NINJA TUNE";1709294007;1709294091;2007;"https://music.apple.com/fr/album/child-song/416320083?i=416320086&uo=4";"https://www.deezer.com/track/10237964";
"The Motifs";"I'm the one you love";"Little Things";"DAISART";1709294134;1709294325;2023;"https://music.apple.com/fr/album/little-things/1711993083?i=1711993090&uo=4";;"https://open.spotify.com/track/7jPZ7QOc6njyUWiJwP7CS6"
"Watchglass";"Beautiful dust";"How will you know me ?";"DUCHESS STUDIOS";1709294321;1709294531;2023;;;
"Tm Juke";"Forward";"Bee's on mars";"TRU THOUGHTS";1709294525;1709294714;2006;"https://music.apple.com/fr/album/bees-on-mars/308219358?i=308219383&uo=4";"https://www.deezer.com/track/15016130";"https://open.spotify.com/track/2cG9apNoS1PPeGqPWmXQ6f"
"Slim Whitman";"B.O.F : Mars attacks!";"Indian love call";;1709294713;1709294899;1996;;;
"David Bowie";"Hunky dory";"Life on Mars?";"EMI";1709294898;1709295117;1971;"https://music.apple.com/fr/album/life-on-mars/726406578?i=726406821&uo=4";;
"Flavien Berger";"Mars balnéaire";"Mars balnéaire";"PAN EUROPEAN RECORDING";1709295112;1709295407;2014;"https://music.apple.com/fr/album/mars-baln%C3%A9aire/1559222428?i=1559222978&uo=4";"https://www.deezer.com/track/1280408212";"https://open.spotify.com/track/7k3OYCiega7lTkl0Rp58OI"
"Telemakus";"The New heritage";"Mars blues";"RADIO JUICY";1709295405;1709295744;2021;;;"https://open.spotify.com/track/3Vw6jxsmxkwMgYwNSyGO0v"
"Sixto Rodriguez";"Cold fact";"Inner city blues";"LIGHT IN THE ATTIC RECORDS";1709295630;1709295840;1970;;;
"Jess Sah Bi & Peter One";"Our garden needs its flowers";"Clipo clipo";"AWESOME TAPES FROM AFRICA";1709295833;1709296053;1985;;;
"J. Rawls";"Jazzhop";"Trust";"POLAR ENTERTAINMENT";1709296049;1709296194;2022;;;
"Roy Ayers";"Move to groove /  The best of 1970's jazz - funk";"The boogie back";"VERVE";1709296193;1709296466;1974;"https://music.apple.com/fr/album/the-boogie-back/1113964345?i=1113964583&uo=4";;"https://open.spotify.com/track/6IST9f4O5DtXuxal7RM7A3"
"Moonchild";"Voyager";"Let you go";"TRU THOUGHTS";1709296454;1709296650;2017;"https://music.apple.com/fr/album/let-you-go/1210778924?i=1210778989&uo=4";;"https://open.spotify.com/track/4RthysJS6wkaiinRYHssxG"
"Merryn Jeann";"Dog beach";"Nude in a waterhole";"RESCUE / RETURN RECORDS";1709296650;1709296940;2024;"https://music.apple.com/fr/album/nude-in-a-waterhole/1727185566?i=1727185567&uo=4";;"https://open.spotify.com/track/5LpdkP7K3CT0Nbi0Fe3Bst"
"Laurent Bardainne & Tigre D’eau Douce";"Oiseau (feat. Bertrand Belin) (radio edit)";"Oiseau (feat. Bertrand Belin) (radio edit)";"HEAVENLY SWEETNESS";1709296938;1709297144;2022;;;
"Pierre Daven-Keller";"Kino music";"Sirocco";"KWAIDAN";1709297142;1709297362;2019;"https://music.apple.com/fr/album/sirocco/1519756695?i=1519756913&uo=4";;"https://open.spotify.com/track/3bq0GxlgmjoawrQvqhVLtQ"
"Kel Assouf";"Tin Hinane";"Tiliadene n'ashra (les filles du Sahara)";"IGLOOMONDO";1709297353;1709297585;2011;;;
"The Police";"The police : Synchronicity";"Tea in the Sahara";"AM RECORDS";1709297582;1709297829;1983;"https://music.apple.com/fr/album/tea-in-the-sahara/1440804541?i=1440805348&uo=4";;"https://open.spotify.com/track/26R3e7bjY6e9dlgghide8L"
"Angelo Badalamenti";"B.O.F. / Mulholland drive";"Pretty 50s";"MILAN";1709297825;1709298006;2001;;;
"Les Paul";"BD Music presents Les Paul & Mary Ford";"Johnny Is the Boy for Me";"BDMUSIC";1709298003;1709298122;1952;;;
"Patti Smith";"Banga";"This is the girl";"SONY";1709298120;1709298346;2012;"https://music.apple.com/fr/album/this-is-the-girl/529605595?i=529605657&uo=4";;"https://open.spotify.com/track/3aDLTIgOoi21boHt8KXIKB"
"The Dynamics";"Version excursions";"Girls and boys";"GROOVE ATTACK";1709298344;1709298626;2007;;;
"Kiledjian";"The otium mixtape";"Father Sky (Meditation)";"UNDERDOG RECORDS";1709298619;1709298777;2024;"https://music.apple.com/fr/album/father-sky-meditation/1714815918?i=1714815938&uo=4";;"https://open.spotify.com/track/2CIz2XvIeOZxYKzc61Hgki"
"Tm Juke";"Forward";"Bee's on mars";"TRU THOUGHTS";1709298640;1709298641;2006;"https://music.apple.com/fr/album/bees-on-mars/308219358?i=308219383&uo=4";"https://www.deezer.com/track/15016130";"https://open.spotify.com/track/2cG9apNoS1PPeGqPWmXQ6f"
"Phil Ochs";"All the news that's fit to sing / I ain't marching anymore";"I ain't marching anymore";"ELEKTRA";1709298770;1709298922;1965;"https://music.apple.com/fr/album/i-aint-marching-anymore/111190810?i=111189496&uo=4";;"https://open.spotify.com/track/18bzuq8A21sRcI4w4gqGD2"
"Henri Salvador";"Les interprètes de Léo Ferré";"La chanson du scaphandrier";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1709298920;1709299082;1950;;;
"Seu Jorge";"Bof / La Vie Aquatique";"Rebel rebel";"HOLREC";1709299082;1709299229;2004;"https://music.apple.com/fr/album/rebel-rebel/1419744917?i=1419745140&uo=4";"https://www.deezer.com/track/118086198";"https://open.spotify.com/track/0gwNAMVAXRvERlC16eZXyA"
"Pedro Mizutani";"Aperana";"Chuva de verão";"NICE GUYS";1709299222;1709299400;2023;;"https://www.deezer.com/track/2139956427";"https://open.spotify.com/track/091QzRtg5iKapgiz6MtvLE"
"Shay Hazan";"Wusul";"Sunflowers (feat. Nitai Hershkovits)";"BATOV RECORDS";1709299393;1709299641;2024;;;
"Thundercat";"Them changes";"Them changes";;1709299634;1709299817;2015;"https://music.apple.com/fr/album/them-changes/1008895946?i=1008895951&uo=4";;"https://open.spotify.com/track/4u8031pTkTODbRaDCbx8Yv"
"Pawpaw Rod";"This Must Be A PawPaw Rod EP";"Bonafide";"GODMODE";1709299815;1709300001;2023;;"https://www.deezer.com/track/2476812741";"https://open.spotify.com/track/1jIopA8Imz4gwR8bjBlEjJ"
"The Rolling Stones";"Let it bleed";"You can't always get what you want";"LONDON";1709300001;1709300449;1969;"https://music.apple.com/fr/album/you-cant-always-get-what-you-want/1500642838?i=1500643065&uo=4";;"https://open.spotify.com/track/6lFZbCc7pn6Lme1NP7qQqQ"
"Orchestre Symphonique De Boston";"Gabriel Fauré : Pelléas et Mélisande";"Dolly op 56 : 4. Kitty-valse - arrangement pour orchestre";"DEUTSCHE GRAMOPHON";1709300446;1709300635;1987;;;
"Billie Holiday";"Lady in satin";"It's easy to remember";"CBS";1709300630;1709300871;1958;"https://music.apple.com/fr/album/its-easy-to-remember/978824792?i=978825515&uo=4";;"https://open.spotify.com/track/302SryqDEpWkEFiHJFn3wF"
"Madeleine Peyroux";"Standing on the rooftop";"Martha my dear";"UNIVERSAL MU";1709300868;1709301017;2011;;;
"The Cinematic Orchestra";"Ma fleur";"Child song";"NINJA TUNE";1709301016;1709301327;2007;"https://music.apple.com/fr/album/child-song/416320083?i=416320086&uo=4";"https://www.deezer.com/track/10237964";
"Chris Garneau";"The Kind";"Not the child";"THE ORCHARD";1709301123;1709301381;2021;;"https://www.deezer.com/track/1160619792";"https://open.spotify.com/track/1zqj0s8RY2EaWXeEuc8Q4t"
"Alice Phoebe Lou";"Glow";"Lovesick";"ALICE PHOEBE LOU";1709301377;1709301629;2021;"https://music.apple.com/fr/album/lovesick/1549710318?i=1549710891&uo=4";;"https://open.spotify.com/track/2yDWhOjZhKZ0XqPXyjNQhx"
"Khruangbin";"A Love International";"A love international";;1709301626;1709301881;2024;;"https://www.deezer.com/track/2582523612";"https://open.spotify.com/track/6Am9eCuCQELrIqImfCLhgM"
"Tim Buckley";"Greetings from L.A.";"Get on top";"WEA";1709301875;1709302264;1972;"https://music.apple.com/fr/album/get-on-top/106238520?i=106237090&uo=4";;"https://open.spotify.com/track/2OqesAvEfzM5KvBHhRlz5l"
"Reinel Bakole";"Healing Exhaustion";"Swords";"1878596 RECORDS DK2";1709302255;1709302456;2024;;;"https://open.spotify.com/track/26xA5khgepLDmLx1c390YT"
"Gustafson";"Full sentimental";"Full sentimental";"SIMONE RECORDS";1709302447;1709302655;2024;"https://music.apple.com/fr/album/full-sentimental/1725575677?i=1725575678&uo=4";;"https://open.spotify.com/track/2qIuTBmupwPD5zc6X1ZAQR"
"Virgil & Steve Howe";"Lunar mist";"As if between";"INSIDE OUT";1709302654;1709302819;2022;"https://music.apple.com/fr/album/as-if-between/1632857841?i=1632857850&uo=4";"https://www.deezer.com/track/1809841567";"https://open.spotify.com/track/3st0kWLxyck9IpcatNHa9q"
"The Police";"Every breath you take / Succes";"Walking On the Moon";"A & M";1709302812;1709303103;1979;"https://music.apple.com/fr/album/walking-on-the-moon-remastered-2003/1440744161?i=1440744171&uo=4";;"https://open.spotify.com/track/62uLNJgVZaFiEiKV4LpoYJ"
"Me And My Friends";"Before I saw the sea";"Everybody's talkin'";"BROWN HOUSE STUDIO";1709303096;1709303369;2023;;;
"Nits";"Neon";"The ghost ranch";"WERF RECORDS";1709303366;1709303565;2022;"https://music.apple.com/fr/album/the-ghost-ranch/1643715277?i=1643715669&uo=4";"https://www.deezer.com/track/1902317487";"https://open.spotify.com/track/6H95TcqoxEZ1CRSLg7oIKB"
"Nicolas Godin";"BOF / Fire of love";"Fire of love : Honeymoon";"HOLLYWOOD RECORDS";1709303561;1709303717;2023;;;
"Minnie Riperton";"Perfect angel / Adventures in paradise";"Lovin' you";"STATESIDE";1709303711;1709303935;1974;"https://music.apple.com/fr/album/lovin-you/724705695?i=724705910&uo=4";"https://www.deezer.com/track/3126330";"https://open.spotify.com/track/3ebYtLVuV4HzEZUDcpZB9p"
"The Smile";"Wall of eyes";"Friend of a friend";"SELF HELP TAPES LLP / XL RECORDINGS";1709303931;1709304203;2024;"https://music.apple.com/fr/album/friend-of-a-friend/1711359135?i=1711359473&uo=4";"https://www.deezer.com/track/2607903472";"https://open.spotify.com/track/4lTLmo9aTyMJ1SoHa63WA6"
"Metronomy";"Metronomy forever";"Walking in the dark";"BECAUSE MUSIC";1709304200;1709304384;2019;"https://music.apple.com/fr/album/walking-in-the-dark/1466623013?i=1466623538&uo=4";"https://www.deezer.com/track/697409722";"https://open.spotify.com/track/4XXeZ75Fb1olj58drECutq"
"Populous";"Azulejos";"Alfama";"WONDERWHEEL RECORDINGS";1709304380;1709304503;2017;"https://music.apple.com/fr/album/alfama/1565203932?i=1565203938&uo=4";;"https://open.spotify.com/track/4AMEYNqOxbF7anyQw502j9"
"Avan Samba";"Black Rio 2/Original samba soul 1968-1981";"Ibere";"STRUT";1709304504;1709304746;1975;"https://music.apple.com/fr/album/iber%C3%AA/1648879267?i=1648879274&uo=4";;"https://open.spotify.com/track/2rtmWC1CFdGjEnVMJ9Rdzl"
"Brainstory";"Sounds good";"Hanging on";"BIG CROWN RECORDS";1709304744;1709304933;2024;"https://music.apple.com/fr/album/hanging-on/1724775389?i=1724776933&uo=4";"https://www.deezer.com/track/2607373252";"https://open.spotify.com/track/6lE1oMX2NaW5sqjXMyIUSk"
"Mira Lu Kovacs";"What else can break";"Stuck";"PLAY DEAD RECORDS";1709304929;1709305139;2021;"https://music.apple.com/fr/album/stuck/1672762562?i=1672762563&uo=4";;"https://open.spotify.com/track/4Z091mTopGpEnZNC03B6Po"
"Rhiannon Giddens";"Freedom highway";"Following the north star";"NONESUCH RECORDS";1709305138;1709305249;2017;"https://music.apple.com/fr/album/following-the-north-star/1179556528?i=1179556722&uo=4";;"https://open.spotify.com/track/7av2Q9DKF3PORigDkRfg8G"
"Liam Bailey";"Zero grace";"Boy";"BIG CROWN RECORDS";1709305248;1709305408;2024;"https://music.apple.com/fr/album/boy/1714807132?i=1714807284&uo=4";"https://www.deezer.com/track/2525488951";"https://open.spotify.com/track/2S7O5C7ZAyizj2C8Prxu1S"
"The Sandpipers";"Guantanamera";"La Mer (Beyond the Sea)";"A&M RECORDS";1709305407;1709305566;1966;"https://music.apple.com/fr/album/la-mer-beyond-the-sea/1444038689?i=1444038869&uo=4";;"https://open.spotify.com/track/7rRquMBjurgHjgHJPZYVl4"
"Fai Baba";"Veränderet";"Am Tüfel es ohr ab";"A TREE IN A FIELD RECORDS";1709305561;1709305852;2022;"https://music.apple.com/fr/album/am-t%C3%BCfel-es-ohr-ab/1601605515?i=1601606155&uo=4";;"https://open.spotify.com/track/6OcUESIXrQCPLsuzupcbGG"
"Fabio Gallucci";"Dimitri Nicolau : Oeuvres avec mandolines guitare et cordes / Serenata Mediterranea";"Moresca a tre ( E' ancor lunga la strada op 261 : Moresca ) version pour 2 mandolines guitare et quintette à cordes";"GALLUCCI-PILATO";1709305845;1709306069;2013;;;
"Asaf Avidan";"Anagnorisis";"Indifferent skies";"PLAY TWO";1709306069;1709306277;2020;"https://music.apple.com/fr/album/indifferent-skies/1586605136?i=1586605660&uo=4";;"https://open.spotify.com/track/0oRJe02CKepAb3YhxYGLM6"
"Zaho De Sagazan";"La symphonie des éclairs";"Suffisamment";"DISPARATE";1709306276;1709306500;2023;"https://music.apple.com/fr/album/suffisamment/1708455052?i=1708455872&uo=4";;"https://open.spotify.com/track/1fMAP64vxLFwHczDHJuygN"
"Feist";"Let it die";"Mushaboom";"POLYDOR";1709306499;1709306721;2004;"https://music.apple.com/fr/album/mushaboom/324199526?i=324199978&uo=4";"https://www.deezer.com/track/2431285";"https://open.spotify.com/track/66olzBxCgKlpFRB1LKH5pO"
"Okvsho";"A place between us";"C'est pas la chute";"CURRENT MOVES";1709306717;1709306843;2024;"https://music.apple.com/fr/album/cest-pas-la-chute/1728599761?i=1728600615&uo=4";;"https://open.spotify.com/track/6OZU9F4FipuJA2pB0Azao7"
"Cuarteto Tafi";"El infinito y un amor";"Un jacaranda";"TIERRADENTRO PRODUCTION";1709306843;1709307062;2024;"https://music.apple.com/fr/album/un-jacarand%C3%A1/1719813961?i=1719814588&uo=4";;"https://open.spotify.com/track/2BjLl7qmPytZUvnIFn6Vbt"
"Alamo Race Track";"Greetings from tear valley and the diamond ae";"Trespass";"EXCELSIOR";1709307058;1709307258;2023;"https://music.apple.com/fr/album/trespass/1704990867?i=1704991535&uo=4";;"https://open.spotify.com/track/6dKZ7smrifQnGkhBTsqO0f"
"Tame Impala";"The slow rush";"Borderline";"MODULAR";1709307256;1709307493;2020;"https://music.apple.com/fr/album/borderline-blood-orange-remix/1588852475?i=1588852798&uo=4";"https://www.deezer.com/track/872345282";"https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr"
