"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Melissa Czarnik";"Non merci";"Pina bausch";"2012";"HYPERDRIVE MOTIVATOR";1754690466;1754690650;"https://www.deezer.com/track/61179735";"https://open.spotify.com/track/6eILYqFz48JDyXUtWSzXfx";"https://music.apple.com/fr/album/pina-bausch/568494250?i=568494257&uo=4";
"Nancy Holloway";"La collection sixties des ep's français / 1962-1966";"Dit-Lui que je ne suis pas là";"1963";"MAGIC RECORDS";1754690645;1754690797;;;;
"The Kills";"Midnight boom";"U.R.A. Fever";"2008";"DOMINO";1754690801;1754690936;;;;
"Blondie";"Once more into the beach";"Call Me";"1988";"CHRYSALIS";1754690936;1754691360;"https://www.deezer.com/track/3104486";"https://open.spotify.com/track/15iQTgs6zIsnIkVbQfnXrI";;
"The Altons";"Heartache in room 14";"Waiting";"2025";"DAPTONE RECORDS";1754691357;1754691541;"https://www.deezer.com/track/2985585391";"https://open.spotify.com/track/018dEtcx2ZtN5AUJNWE9zl";"https://music.apple.com/fr/album/waiting/1767283029?i=1767283033&uo=4";
"The Frightnrs";"Nothing more to say";"Gonna make time";"2016";"DAPTONE RECORDS";1754691539;1754691748;"https://www.deezer.com/track/779499042";"https://open.spotify.com/track/0dxLoj9DTNbtAbjGVMMUYK";"https://music.apple.com/fr/album/gonna-make-time/1485041960?i=1485041973&uo=4";
"Taggy Matcher";"Disco Reggae / Vol. 2 (CD promo FIP)";"Watermelon Man (Taggy Matcher Disco Mix)";"2014";"STIX RECORDS";1754691754;1754692039;;;;
"Domenique Dumont";"Deux paradis";"The order of invisible things";"2025";"ANTINOTE";1754692038;1754692258;"https://www.deezer.com/track/3399393651";"https://open.spotify.com/track/0Miyhj4FG9eHJRY9UH9x7z";;
"Bjork";"Homogenic";"Immature (Mark Bell version)";"1997";"POLYGRAM";1754692257;1754692439;;;;
"Laurie Anderson";"Landfall";"The electricity goes out and we move to a hotel";"2018";"NONESUCH";1754692440;1754692620;;"https://open.spotify.com/track/05U6FmTudlNDUppBQlduhr";;
"Vincent Delerm";"La fresque";"Plusieurs";"2025";"TOT OU TARD";1754692615;1754692800;"https://www.deezer.com/track/3277663571";"https://open.spotify.com/track/6MCJNcdFySOw9uxFE4hOZ9";;
"Elliott Smith";"Xo";"Tomorrow tomorrow";"1998";"DREAMWORKS RECORDS";1754692798;1754692985;"https://www.deezer.com/track/2532672";"https://open.spotify.com/track/1cYudm5fk5igcsjroJKmFw";"https://music.apple.com/fr/album/tomorrow-tomorrow/1474991926?i=1474992065&uo=4";
"Amalia Rodrigues";"Fado";"Ai Mouraria";"1982";"JACKPOT";1754692981;1754693130;"https://www.deezer.com/track/1296869852";;;
"Hermanos Gutierrez";"El bueno y el malo";"Tres hermanos";"2022";"EASY EYE SOUND / CONCORD";1754693127;1754693324;"https://www.deezer.com/track/1976792187";"https://open.spotify.com/track/4TesXLELrAp8TPGHckP6Ap";;
"Apollo Brown";"Thirty eight";"The answer";"2014";"MELLO MUSIC GROUP";1754693322;1754693528;"https://www.deezer.com/track/2872281512";"https://open.spotify.com/track/7k0H2jLd1tnzk1jGlN6fmq";"https://music.apple.com/fr/album/the-answer/1755033562?i=1755034178&uo=4";
"Lady Wray";"Queen alone";"Do it again";"2016";"BIG CROWN RECORDS";1754693523;1754693757;"https://www.deezer.com/track/710630602";"https://open.spotify.com/track/0JEL0mNhB89bnkvPAuffd4";"https://music.apple.com/fr/album/do-it-again/1472284590?i=1472284593&uo=4";
"Art Blakey";"A night at Birdland with the Art Blakey quintet /volume 1";"Once in a while";"1954";"BLUE NOTE";1754693787;1754694089;"https://www.deezer.com/track/115727378";;;
"Claude Nougaro";"Le jazz et la java";"Où ?";"1962";"PHILIPS";1754694087;1754694247;"https://www.deezer.com/track/75256306";;;
"Emel Mathlouthi";"Everywhere we looked was burning";"Merrouh";"2019";"PARTISAN RECORDS";1754694245;1754694500;;;;
"Duo Ruut";"Ilmateade";"Kuuse koht (The spruce)";"2025";"DUO RUUT MUSIC";1754694495;1754694707;;;;
"The Beatles";"Abbey road";"Come together";"1969";"EMI";1754694710;1754694964;;;;
"Pulp";"More";"Background nois";"2025";"ROUGH TRADE RECORDS";1754694954;1754695173;;;;
"Choeur Monteverdi";"Bruckner & Gesualdo : Motets";"Locus iste en Ut Maj WAB 23";"2025";"SDG";1754695170;1754695347;;;;
"Saturne";"Saturne";"Nuage";"2015";"INLASSABLE DISQUE";1754695341;1754695491;"https://www.deezer.com/track/1748319427";"https://open.spotify.com/track/09g9WW0YewLOQkOQ5QFTpO";;
"D'Angelo";"Voodoo";"Feel like makin' love";"1999";"EMI";1754695495;1754695869;"https://www.deezer.com/track/139102921";;;
"Oscar Jerome";"Lizard street";"Lizard street";"2019";"CAROLINE";1754695868;1754696060;"https://www.deezer.com/track/780445702";"https://open.spotify.com/track/5WIlLs1q6Wb9RtSgF4Aa7V";;
"Joao Selva";"Banho de Mar (Blundetto Remix)";"Banho de mar (Blundetto remix)";"2025";"UNDERDOG RECORDS";1754696059;1754696267;"https://www.deezer.com/track/3389153791";;"https://music.apple.com/fr/album/banho-de-mar-blundetto-remix/1817203613?i=1817204251&uo=4";
"Martin Leon";"Kiki BBQ";"Perte de nord";"2002";"LA TRIBU";1754696268;1754696460;"https://www.deezer.com/track/1497900172";"https://open.spotify.com/track/6oXWbLFRv5Pa6XQvlHbJKc";"https://music.apple.com/fr/album/perte-de-nord/1754420960?i=1754420971&uo=4";
"Kongas";"Afrodesia";"Mother (instrumental)";"2019";"BECAUSE";1754696453;1754696805;;;;
"Automatic City";"Humdrum";"Humdrum";"2023";"WITA RECORDS";1754696796;1754696988;"https://www.deezer.com/track/2268751647";"https://open.spotify.com/track/21CvinRcyL8YhQJz2XjffL";"https://music.apple.com/fr/album/humdrum/1686479208?i=1686479353&uo=4";
"Fun Lovin Criminals";"Come find yourself";"The fun lovin' criminal";"1996";"EMI";1754696985;1754697175;;;;
"Naughty By Nature";"Generations hip-hop soul radio";"Hip hop hooray";"1993";"WEA INTERNATIONAL";1754697180;1754697435;"https://www.deezer.com/track/1584431742";"https://open.spotify.com/track/1SyQ6t9RdRBK0QUCS6a797";;
"Vladimir Cosma";"BOF / Diva";"Promenade sentimentale";"1981";"CARRERE";1754697448;1754697602;;;;
"The Divine Comedy";"Victory for the comic muse";"Diva lady";"2006";"PARLOPHONE";1754697600;1754697853;"https://www.deezer.com/track/3115424";"https://open.spotify.com/track/7MtipudTyTwfoyzUZ0KVsT";"https://music.apple.com/fr/album/diva-lady/693565896?i=693565907&uo=4";
"Larry Williams & Johnny Guitar Watson With The Kal";"Gimme shelter";"Nobody";"1967";"HARMLESS RECORDINGS";1754697855;1754698005;;;;
"The Moog Cookbook";"The moog cookbook";"Black hole sun";"1996";"RESTLESS";1754698003;1754698264;"https://www.deezer.com/track/1741402657";"https://open.spotify.com/track/3572UQqGYJS9MO0XtVD8eR";"https://music.apple.com/fr/album/black-hole-sun/1622542363?i=1622542422&uo=4";
"Wallners";"End of circles";"Dreaming of the sea";"2025";"UPSTAIRS (ACQUISITION)";1754698268;1754698461;"https://www.deezer.com/track/3111293401";"https://open.spotify.com/track/3BGMbLgjNiKJmMs4V1KctS";;
"Ben Harper";"Welcome to the cruel world";"Waiting on an angel";"1993";"VIRGIN";1754698457;1754698690;"https://www.deezer.com/track/3134561";;;
"Eliot Fisk";"Niccolo Paganini : 24 caprices";"Caprice en Si bémol Maj op 1 n°13";"2008";"NIMBUS";1754698689;1754698834;;;;
"Bebeto";"Beach diggin' / Vol. 4";"Neguinho poeta";"1980";"HEAVENLY SWEETNESS";1754698832;1754699017;"https://www.deezer.com/track/1748010817";"https://open.spotify.com/track/316ukNnVb4nrtu68tnNCDf";"https://music.apple.com/fr/album/neguinho-poeta/1669558808?i=1669558810&uo=4";
"Soul Searchers";"Go go get down";"Boogie up the nation";"1975";"Z RECORDS";1754699021;1754699352;;;;
"The Circling Sun";"Orbits";"Constellation";"2025";"SOUNDWAY RECORDS LTD";1754699347;1754699792;"https://www.deezer.com/track/3354753491";"https://open.spotify.com/track/4aMAaYu5fSjgPLD0gJjoVH";;
"Albert Newton";"Twin earth";"Yimtyk";"2024";"BYEBYE RECORDS";1754699788;1754699970;"https://www.deezer.com/track/2660620052";"https://open.spotify.com/track/0P37CcKn5vqx6r46TfpzRF";"https://music.apple.com/fr/album/yimtyk/1730869964?i=1730870030&uo=4";
"Patti Smith";"Land (1975 - 2002)";"Because the night";"1975";"ARISTA";1754699969;1754700167;"https://www.deezer.com/track/13438425";;;
"Yuuf";"Alma’s cove";"Into the blue";"2025";"TECHNICOLOUR";1754700167;1754700381;"https://www.deezer.com/track/3338731431";"https://open.spotify.com/track/1OC9H2FutLfTXskbKUrngw";;
"Remi Klein";"Friend in need";"Escalator";"2025";"TRICATEL";1754700378;1754700568;"https://www.deezer.com/track/3297321611";"https://open.spotify.com/track/3fPy496baXM1crepnYZhJk";;
"C & C Music Factory";"Anything goes!";"Do you wanna get funky";"1994";"COLUMBIA";1754700567;1754700813;;;;
"Dowdelin";"Poul wélélé";"Funky chicken (feat. Pat Kalla)";"2019";"UNDERDOG RECORDS";1754700810;1754700999;;;;
"Rabbits And Carrots";"Soul latino";"Funky chicken";"1969";"VAMPI SOUL";1754701002;1754701192;;;;
"Bernard Tapy";"Passeport pour le soleil";"Sauve qui peut";"1966";"RCA";1754701200;1754701339;;;;
"Theo Croker";"Afro Physicist";"Moody's mood for love (feat. Dee Dee Bridgewater)";"2014";"SONY";1754701339;1754701535;;;"https://music.apple.com/fr/album/moodys-mood-for-love-feat-dee-dee-bridgewater/849597970?i=849598144&uo=4";
"Snaap";"Subway Art";"King robbo";"2023";"AUTOPRODUCTION";1754701533;1754701652;"https://www.deezer.com/track/2094774477";"https://open.spotify.com/track/2sPt8AOAWiqGE9DNO93SIl";"https://music.apple.com/fr/album/king-robbo/1662710275?i=1662710284&uo=4";
"Lana Del Rey & Father John Misty";"Buddy's rendez-vous";"Buddy's rendez-vous";"2022";"BELLA UNION";1754701651;1754701948;;;;
"Pearl Charles";"Desert queen";"Middle of the night";"2025";"";1754701949;1754702186;"https://www.deezer.com/track/3231009221";"https://open.spotify.com/track/2QXVJeIvMrB0lGSnNNbNoY";;
"The Pretenders";"The singles";"Back on the chain gang";"1982";"WEA";1754702185;1754702414;;;;
"Captain Planet";"Sounds like home";"For sumo (feat. Henry D'Arthenay)";"2023";"BASTARD JAZZ RECORDINGS";1754702411;1754702555;;;"https://music.apple.com/fr/album/for-sumo-feat-henry-darthenay/1677641333?i=1677641334&uo=4";
"Lord Foodoos";"Jamaica is the place to go : An invitation to Jamaican mento";"Hold 'em Joe";"1972";"FANTASTIC VOYAGE";1754702554;1754702757;;;;
"Areski";"Long courrier";"Tout ce que je sais de toi";"2025";"KURONEKO RECORDS";1754702763;1754703012;;;;
"La Bibliotheque De La Bergerie";"La Bibliothèque de la Bergerie";"Le manuscrit Hopkins";"2023";"FREAKSVILLE RECORDS";1754703009;1754703245;"https://www.deezer.com/track/2286689477";"https://open.spotify.com/track/5w5LlIX1MDk2ulooNBDzZJ";;
"Jordan Lee";"Fighter for love";"Love ride (album version)";"2025";"GYPSY MAMA RECORDS";1754703242;1754703426;;;"https://music.apple.com/fr/album/love-ride-album-version/1798450894?i=1798451104&uo=4";
"Michael Jackson";"Off the wall";"Rock with you";"1979";"EPIC";1754703424;1754703644;;;"https://music.apple.com/fr/album/rock-with-you/186166282?i=186166358&uo=4";
"Pomplamoose";"Best of 2018";"Can't stop feeling billie jean's face";"2018";"";1754703645;1754703804;"https://www.deezer.com/track/641671742";"https://open.spotify.com/track/06hoAAt59DqAJQMFA4vdGK";"https://music.apple.com/fr/album/cant-stop-feeling-billie-jeans-face/1438786461?i=1438786465&uo=4";
"Dopamoon";"Dopalova";"On da choc";"2024";"ALTER K";1754703803;1754703958;"https://www.deezer.com/track/2763469811";"https://open.spotify.com/track/35COry2OkR9DL0UGqAhDAX";;
"The Animals";"The singles plus";"It's my life";"1965";"EMI";1754703957;1754704142;"https://www.deezer.com/track/3155150";;;
"Bazbaz";"La chose";"Ma vie";"2010";"SAKIFO";1754704140;1754704358;"https://www.deezer.com/track/523749942";"https://open.spotify.com/track/0CSz9CjSuPCLm0La1ZMOiN";"https://music.apple.com/fr/album/ma-vie/1407386565?i=1407388229&uo=4";
"Julien Brunetaud";"Bluesiana";"Otis in the dark";"2023";"Brojar Music";1754704358;1754704582;"https://www.deezer.com/track/2478840201";"https://open.spotify.com/track/1saMKbcNMvul27NRbDRY0c";"https://music.apple.com/fr/album/otis-in-the-dark/1709694413?i=1709695755&uo=4";
"Shir Frum";"Something nice to say";"Something nice to say";"2023";"RAW TAPES";1754704581;1754704767;"https://www.deezer.com/track/2124240047";"https://open.spotify.com/track/2D1EOd8Cwdy8tVWMUVHPJr";"https://music.apple.com/fr/album/something-nice-to-say/1667944259?i=1667944263&uo=4";
"Iiro Rantala";"My finnish calendar";"July";"2019";"ACT MUSIC & VISION";1754704794;1754705047;"https://www.deezer.com/track/680813712";"https://open.spotify.com/track/66V0CiXbU3EaITcYbW1FKs";"https://music.apple.com/fr/album/july/1474890398?i=1474890610&uo=4";
"Danielle Darrieux";"Paris au mois de septembre";"Au ciel de juillet";"1961";"VOIX DE SON MAITRE";1754705045;1754705226;;"https://open.spotify.com/track/6TFsL4Iq5fEvTMZiQfxrgL";"https://music.apple.com/fr/album/au-ciel-de-juillet/902881758?i=902881870&uo=4";
"Nancy Sinatra";"Nancy in London";"Summer wine";"1969";"SUNDAZED";1754705222;1754705441;"https://www.deezer.com/track/1701069977";;;
"Le Sacre Du Tympan";"Soundtrax";"Summer 74 : Teelnagers by the lake";"2010";"ADAMI";1754705437;1754705634;;;;
"Leonard Cohen";"Death of a ladies' man";"I left a woman waiting";"1977";"CBS";1754705638;1754705841;;"https://open.spotify.com/track/323ZuZ7hTGiZWXsEdep14C";;
"Adrian Quesada";"Boleros Psicodélicos II";"Tu Poder (feat. Natalia Clavier)";"2025";"ATO RECORDS";1754705841;1754706065;;;;
"Azymuth";"Águia não come mosca";"A presa";"1977";"MR BONGO";1754706064;1754706282;"https://www.deezer.com/track/3904566";"https://open.spotify.com/track/1K98PBhiCzn0KD21fh8Ogt";"https://music.apple.com/fr/album/a-presa/262196640?i=262196741&uo=4";
"Prince";"Sign """"O"""" the times (super deluxe edition) / CD 3";"Hot thing (7” single edit)";"1987";"WARNER RECORDS";1754706286;1754706501;;;;
"Moodymann";"Moodymann";"Come 2 me";"2014";"KENNETH DIXON";1754706502;1754706700;"https://www.deezer.com/track/75411204";"https://open.spotify.com/track/68nTQlSEIggzDorh1ARrxG";;
"BadBadNotGood";"Sour soul";"Stark's reality";"2015";"LEX RECORDS";1754706696;1754706826;"https://www.deezer.com/track/3483000291";"https://open.spotify.com/track/3k9aNhE6bb8PpVqrHIQkuT";;
"Cesar Precio";"La suite logique des choses";"Solitude mon amour";"2024";"OBJET DISQUE - LABEL SERVICE";1754706825;1754707117;"https://www.deezer.com/track/2541418061";"https://open.spotify.com/track/3qi4DH7FPlXMjp6cFdFcLc";;
"Mercury Rev";"Deserter's songs";"Hudson line";"1998";"V2";1754707118;1754707293;"https://www.deezer.com/track/1021507932";"https://open.spotify.com/track/1qpjsc0cI8aAqGuMIiUt8r";"https://music.apple.com/fr/album/hudson-line/1523531674?i=1523531930&uo=4";
"Mikrokosmos";"Passion";"West end blues - pour 2 sopranos ensemble vocal mixte et saxophone";"2022";"BAYARD MUSIQUE";1754707292;1754707454;;;;
"Dave Brubeck";"Bof /Piano blues";"Travelin' blues";"2002";"COLUMBIA";1754707452;1754707649;"https://www.deezer.com/track/2279652";;;
"Mona Baptiste";"London is the place for me 2 : Calypso & kwela, highlife & jazz from young black London";"Calypso blues";"1957";"HONEST JONS";1754707646;1754707820;"https://www.deezer.com/track/488791362";"https://open.spotify.com/track/1GXO6ml4M2MnMY2rNcndks";;
"Neil Young";"Talkin to the Trees";"Talkin to the Trees";"2025";"WEA INTERNATIONAL";1754707822;1754708052;"https://www.deezer.com/track/3345614821";"https://open.spotify.com/track/0QwtD0hRz2bO8tJDRv3yAD";;
"Linton Kwesi Johnson";"Bass culture";"Street 66";"1980";"ISLAND";1754708050;1754708270;"https://www.deezer.com/track/530300541";"https://open.spotify.com/track/0tAYOwUUWdvtd4J9dUtLAw";"https://music.apple.com/fr/album/street-66/1414479641?i=1414479913&uo=4";
"Tyler The Creator";"Cherry bomb";"Find your wings (feat. Roy Ayers, Syd Bennett, Jameel Kirk Bruner, Samantha Nelson...)";"2015";"ODD FUTURE RECORDS";1754708269;1754708451;;;;
"Bonnie Banane";"Nini";"Pas Besoin";"2024";"PECHE MIGNON - GRAND MUSIQUE MANAGEMENT";1754708451;1754708659;"https://www.deezer.com/track/2723705552";"https://open.spotify.com/track/1XLvihLdUBLs6z6S5u1pP7";;
"Kokoroko";"Tuff times never last";"Just can’t wait";"2025";"BROWNSWOOD RECORDS";1754708661;1754709042;"https://www.deezer.com/track/3381869351";"https://open.spotify.com/track/1lMzRNvQfaZ964LSneGOzc";;
"Henry Mancini";"BOF / The pink panther - The return of the pink panther / Vol.1";"The return of the pink panther : here's looking at you, kid";"1975";"SONY";1754709041;1754709205;;;;
"Paul McCartney";"Ram";"3 Legs";"1971";"CAPITOL";1754709197;1754709363;"https://www.deezer.com/track/25006891";"https://open.spotify.com/track/2Hhxk6vQH57QQplWDMEBmH";;
"Leyla McCalla";"The capitalist blues";"Mize pa dous";"2019";"JAZZ VILLAGE / PIAS";1754709368;1754709591;"https://www.deezer.com/track/570171352";"https://open.spotify.com/track/4B7d1OlTfgGF07CWdV9beQ";;
"Fiona Apple";"Epic Ten";"Love more (By Fiona Apple)";"2021";"BA DA BING";1754709590;1754709860;;;;
"Moondog";"Moondog : Musique instrumentale";"Chaconne en Sol Maj - pour quatuor à cordes et percussions";"1978";"MHS";1754709856;1754710141;;;;
"Rachid Taha";"Olé, Olé";"Comme un chien";"1995";"BARCLAY";1754710137;1754710421;"https://www.deezer.com/track/585640122";"https://open.spotify.com/track/3yId2KItf3JgVAbTswAGkp";"https://music.apple.com/fr/album/comme-un-chien/1442076603?i=1442076831&uo=4";
"Kali Uchis";"Sincerely";"All I can say";"2025";"POLYDOR";1754710424;1754710616;"https://www.deezer.com/track/3348952891";"https://open.spotify.com/track/6ewcR0FnLdKjIt9gcMghrQ";;
"Chuck Jackson";"On tour";"Love me tender";"1966";"KENT";1754710615;1754710807;"https://www.deezer.com/track/385727081";"https://open.spotify.com/track/2uWRX2PtkZlH5hUElL0xIw";"https://music.apple.com/fr/album/love-me-tender/730909967?i=730910208&uo=4";
"Maya Dunietz";"Thank you tree";"Love me tender";"2023";"RAW TAPES";1754710807;1754711010;"https://www.deezer.com/track/2316240945";"https://open.spotify.com/track/74DiljiD3osuHBm0i7QJuU";"https://music.apple.com/fr/album/love-me-tender/1691136824?i=1691137429&uo=4";
"Horace Andy";"Studio One rub-a-dub";"Happiness";"1983";"";1754711009;1754711299;"https://www.deezer.com/track/3843326";;;
"Pedro Santos";"Krishnanda";"Ritual negro";"1968";"SONY MUSIC / MR BONGO";1754711298;1754711414;;;;
"Erlend Apneseth Trio";"Lokk";"Impedans";"2021";"Hubro";1754711419;1754711683;"https://www.deezer.com/track/3215937541";"https://open.spotify.com/track/0Ncz24i2wU9elIAGmm8wXY";;
"Bibi Club";"Feu de garde";"Ce qui va ce qui va disparaitre";"2024";"SECRET CITY RECORDS";1754711681;1754711789;;;;
"John Martyn";"The church with one bell";"Glory box";"1998";"CRAFT RECORDINGFS";1754711788;1754712129;"https://www.deezer.com/track/109786328";"https://open.spotify.com/track/08V2nQqzQGvAV5e0W0zRfr";;
"Massive Attack";"Mezzanine";"Exchange";"1998";"VIRGIN";1754712146;1754712397;"https://www.deezer.com/track/3129750";"https://open.spotify.com/track/2HuMQkNVpFIsur2cRWWQmX";;
"Grover Washington Jr";"Les incontournables / Grover Washington jr";"The best is yet to come";"1982";"WARNER";1754712393;1754712750;;;;
"Tokyo Tea Room";"No rush";"I would";"2025";"NICE GUYS";1754712747;1754712969;"https://www.deezer.com/track/3030058601";"https://open.spotify.com/track/7jfAJrVOhojsiWsr2fxpQ0";;
"Adrian Younge";"Jazz is dead 001";"Nancy Wilson (feat. Brian Jackson)";"2020";"JAZZ IS DEAD";1754712967;1754713130;;;;
"Nat King Cole";"Nature boy";"Nature boy";"1947";"IMC MUSIC";1754713133;1754713289;"https://www.deezer.com/track/4006122";;;
"Aida Garifullina";"Aida Garifullina";"Le rossignol amoureux de la rose / Romance orientale op 2 n°2";"2017";"DECCA";1754713288;1754713466;;;;
"Dr Buzzard S Original Savannah Band";"Going places / The august darnell years 1976 -1983";"Sunshower";"1976";"STRUT";1754713462;1754713706;;;;
"The Ian Langley Group";"Beach diggin' Vol. 2";"Amazon trail (UK)";"2014";"HEAVENLY SWEETNESS";1754713703;1754713846;;;;
"Marvin Gaye";"Midnight love";"Sexual healing";"1982";"MOTOWN/";1754713851;1754714088;"https://www.deezer.com/track/536979";"https://open.spotify.com/track/3VZmChrnVW8JK6ano4gSED";;
"Yaya Bey";"Do it afraid";"In A Circle";"2025";"DRINK SUM WTR";1754714085;1754714231;"https://www.deezer.com/track/3315968361";"https://open.spotify.com/track/3Z82OMWluQe2Rzh7LWGENh";;
"Pad Deaf";"Bleu";"Guaria";"2024";"KRISPY RECORDS";1754714230;1754714369;"https://www.deezer.com/track/3121132731";"https://open.spotify.com/track/18qiEC2hREtO9MbYPnwoxc";;
"World Brain";"Minute papillon";"Minute papillon";"2024";"MANSIONS AND MILLIONS";1754714367;1754714592;"https://www.deezer.com/track/2764687591";"https://open.spotify.com/track/6h9DpgttzIscg0VXEnyUUx";"https://music.apple.com/fr/album/minute-papillon/1743228116?i=1743228524&uo=4";
"Rob Mehl";"California groove / Vol.4";"House on the rock";"1980";"WARNER MUSIC FRANCE";1754714605;1754714809;"https://www.deezer.com/track/141269861";;;
"Al Valdez";"Gozalo /Bugalú tropical vol 1";"Guajira";"1967";"VAMPISOUL";1754714808;1754714976;;;"https://music.apple.com/fr/album/guajira/806444888?i=806444944&uo=4";
"Santana";"Love is the song we sing";"Evil Ways";"1969";"COLUMBIA";1754714975;1754715210;"https://www.deezer.com/track/77879620";"https://open.spotify.com/track/5tmrnhMxx39jnu3kjopMdP";;
"Bill Conti";"BOF / Rocky I";"Reflections";"1977";"LIBERTY (ET";1754715205;1754715402;"https://www.deezer.com/track/3169801";;;
"Kendrick Lamar";"GNX";"Wacced out murals";"2024";"PGLANG - TOP DAWG ENTERTAINMENT - AFTERMATH - INTERSCOPE RECORDS";1754715397;1754715707;"https://www.deezer.com/track/3106586621";"https://open.spotify.com/track/5gOfC9UzZQzTyShqPMrpjT";"https://music.apple.com/fr/album/wacced-out-murals/1781316864?i=1781316867&uo=4";
"Nilo Espinosa";"Shaken not stirred the nilo espinosa antholgy";"Sherezade";"";"VAMPISOUL";1754715608;1754715752;;;;
"Armen Quintet";"Yerazi Bess (feat. G. Libarian)";"Yerazi Bess (feat. G. Libarian)";"1971";"NUBIPHONE / NANGA BOKO RECORDS";1754715749;1754716016;;;;
"The Animals";"Animalisms";"What am i living for";"1966";"SMD REPER";1754716014;1754716206;"https://www.deezer.com/track/2191605457";;"https://music.apple.com/fr/album/what-am-i-living-for/732976278?i=732976366&uo=4";
"John Holt";"Studio one rocksteady";"Fancy make up";"1978";"SOUL JAZZ RECORDS";1754716206;1754716461;"https://www.deezer.com/track/117250314";;;
"Thee Sinseers";"Seems like";"Seems like";"2020";"PENROSE RECORDS";1754716457;1754716650;"https://www.deezer.com/track/877999182";"https://open.spotify.com/track/2YrZqTyToiN4oBYHAVae7F";"https://music.apple.com/fr/album/seems-like/1498101254?i=1498101256&uo=4";
"Woods";"Perennial";"White Winter Melody";"2023";"WOODSIST RECORDS";1754716647;1754716923;"https://www.deezer.com/track/2280537947";"https://open.spotify.com/track/5Jqat3tDXOkCYxpRQZE0um";;
"Faye Webster";"Atlanta millionaires club";"Kingston";"2019";"SECRETLY CANADIAN";1754716919;1754717119;"https://www.deezer.com/track/663627312";"https://open.spotify.com/track/5WbfFTuIldjL9x7W6y5l7R";;
"Matt Low";"Une vie cool";"Laisse faire le soleil";"2024";"BLEU NUIT";1754717111;1754717322;"https://www.deezer.com/track/2742553351";"https://open.spotify.com/track/6xuknkltouiBbrDgwX9gxP";"https://music.apple.com/fr/album/laisse-faire-le-soleil/1740130381?i=1740131067&uo=4";
"Francoise Hardy";"La question";"La question";"1971";"VOGUE";1754717319;1754717497;"https://www.deezer.com/track/835454212";"https://open.spotify.com/track/2MGaxVjCfwk8OA6LHAoY6D";;
"Christine Schafer";"Recital : Christine Schafer interprete des airs et lieder avec orchestre de Wolfgang Amadeus Mozart et Richard Strauss";"Das bachlein op 88 nº1 / Pour soprano et orchestre";"1998";"DEUTSCHE GRAMMOPHON";1754717498;1754717630;;;;
"Chet Baker & The Carmel Strings";"Into my life";"Guantanamera";"1966";"WORLD PACIFIC RECORDS";1754717628;1754717815;;;;
"Louis Armstrong";"Slavery in America - Musiques issues de l'esclavage aux Amériques/Redemption songs 1914-1972";"Shadrack";"1958";"FREMEAUX ET ASSOCIES";1754717807;1754717975;"https://www.deezer.com/track/107157136";;"https://music.apple.com/fr/album/shadrack/981548071?i=981549201&uo=4";
"Samara Joy";"Linger awhile";"Can't get out of this mood";"2022";"VERVE";1754717971;1754718192;"https://www.deezer.com/track/2097612857";"https://open.spotify.com/track/7ekSJz0V4gXbrPndFAhLye";;
"Thee Heart Tones";"Forever and ever";"Cry my tears away";"2024";"BIG CROWN RECORDS";1754718188;1754718414;"https://www.deezer.com/track/2785657332";"https://open.spotify.com/track/1KkEq7ZpuC3uEFH6j5V4rr";"https://music.apple.com/fr/album/cry-my-tears-away/1744938148?i=1744938616&uo=4";
"Halel Givon";"Autopilot";"I know u wanna";"2025";"GHOSTOWN RECORDS";1754718413;1754718651;;;;
"Ugggy";"The moss and the soss";"Rhapsody in moon";"2024";"ILLECT RECORDINGS";1754718651;1754718780;"https://www.deezer.com/track/2688661872";"https://open.spotify.com/track/66ByFa4YnDm4w3pgTnizwT";"https://music.apple.com/fr/album/rhapsody-in-moon/1734280462?i=1734280465&uo=4";
"Velours Velours";"Quand je pleure, je suis content";"Je sais";"2025";"BONBOBBON";1754718780;1754719043;"https://www.deezer.com/track/3111311271";"https://open.spotify.com/track/5GWr9bo48859nnxMDR4Y46";;
"Alicia Keys";"The diary of alicia keys";"If I Ain't Got You";"2004";"BMG";1754719041;1754719269;"https://www.deezer.com/track/629466";"https://open.spotify.com/track/6gtOv0DlVSpxknufgH6z7b";;
"Helen Merrill";"Parole e musica";"When your lover has gone";"1960";"BMG";1754719266;1754719397;"https://www.deezer.com/track/12961038";;;
"HARRY BELAFONTE";"The warm touch";"RAINY DAY MAN";"";"RCA";1754719397;1754719588;"https://www.deezer.com/track/120731422";"https://open.spotify.com/track/56zdsATTsTlUUyH6PpciMX";"https://itunes.apple.com/fr/album/rainy-day-man/1088573085?i=1088573432&uo=4";"https://www.youtube.com/watch?v=e7aF1LtLadg"
"Boris Gardiner";"Compil./Calypsoul 70/Caribbean soul & calypso crossover 1969-1979";"Negril";"1973";"STRUT RECORDS";1754719585;1754719760;"https://www.deezer.com/track/7640487";"https://open.spotify.com/track/5D6MWKHTbeCWYTHJMh4oAb";;
"The Heptones";"Soul Jazz records presents : Studio One rocksteady volume 2";"I shall be released";"1969";"SOUL JAZZ RECORDS";1754719758;1754719961;"https://www.deezer.com/track/137645247";;;
"Sha La Das";"Love in the wind";"Those years are over";"2018";"DAPTONE RECORDS";1754719959;1754720194;;;;
