"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Les Bourgeois De Calais";"Golf-Drouot - La compil officielle du temple du Rock";"Les cavaliers du ciel";"1962";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1766165560;1766165717;"https://music.apple.com/fr/album/les-cavaliers-du-ciel/900922277?i=900922285&uo=4";"https://www.deezer.com/track/1683650897";"https://open.spotify.com/track/6PcXbN6VuHNkFFJjlKVTcm";
"Blasé";"Number one / Mélodie";"Number one";"2023";"RECORD MAKERS";1766165715;1766165927;"https://music.apple.com/fr/album/number-one/1742753648?i=1742753654&uo=4";"https://www.deezer.com/track/2749358741";"https://open.spotify.com/track/2EkVzAes1YYVXd1XoBtOi9";
"Yin Yin";"Yatta !";"Spirit adapter";"2026";"GLITTERBEAT";1766165925;1766166181;;"https://www.deezer.com/track/3594343202";"https://open.spotify.com/track/1qUUinvJRDiPvyO5mLmaNK";
"Laura Veirs";"Case / Lang / Veirs";"Best kept secret";"2016";"ANTI EPITAPH";1766166178;1766166373;;;"https://open.spotify.com/track/4CfrCww6BLkcNcoQglJU0T";
"Teodoro Anzellotti";"Salvatore Sciarrino : Storie Di Altre Storie et autres oeuvres";"Storie di altre storie : Domenico Scarlatti Vivo K 262 L 446 - pour accordéon et orchestre";"2008";"WINTER & WINTER";1766166369;1766166635;;;;
"Juliette Greco";"Gréco chante Mac orlan / 1963 - 1964";"Mon homme";"1963";"PHIL";1766166632;1766166822;;"https://www.deezer.com/track/73996866";;
"The Sisters Love";"Motown's mowest story 1971-1973";"Give me your love";"1973";"LIGHT IN THE ATTIC RECORDS";1766166821;1766167073;;"https://www.deezer.com/track/107988404";;
"Thomas Beckmann";"Music by Charlie Chaplin cd1";"The peace patrol";"1985";"JARO";1766167205;1766167271;;;;
"Nina Simone";"It is finished";"Funkier than a mosquito's tweeter";"1974";"BMG";1766167316;1766167636;;"https://www.deezer.com/track/66789278";"https://open.spotify.com/track/5wBi26umb4oxXLmpJ32BWV";
"Incredible Bongo Band";"The return of The Incredible Bongo Band";"Got the sun in the morning and the daughter at night";"1974";"MR BONGO";1766167626;1766167739;"https://music.apple.com/fr/album/got-the-sun-in-the-morning-and-the-daughter-at-night/781196536?i=781196688&uo=4";"https://www.deezer.com/track/385300131";"https://open.spotify.com/track/1dUBYO3Lc2dnxmXcHrSg7E";
"Pharoah Sanders";"Wisdom through music";"Love is everywhere";"1973";"IMPULSE";1766167719;1766168137;;"https://www.deezer.com/track/689422202";"https://open.spotify.com/track/4IIxBK0L8uj7viwxhmuSc4";
"Bill Evans";"Alone";"Here's that rainy day";"1970";"VERVE";1766168132;1766168448;;"https://www.deezer.com/track/557134022";;
"Lonnie Liston Smith";"Visions of a  New World";"Colors of the rainbow";"1975";"NOVUS";1766168440;1766168669;;"https://www.deezer.com/track/1734038817";"https://open.spotify.com/track/3PM1DIy4tUN0Bepsmc77g0";
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"Lonely melody";"1962";"FRESH SOUND RECORDS";1766168663;1766168888;;"https://www.deezer.com/track/517468222";;
"Isaac Hayes";"Bof / Dead Presidents (OST)";"Walk on by";"1969";"STAX";1766168851;1766169122;"https://music.apple.com/fr/album/walk-on-by/1443110145?i=1443110149&uo=4";"https://www.deezer.com/track/361114351";"https://open.spotify.com/track/1jwKdqb7OindD204ocIryP";
"Astrud Gilberto";"Now";"Touching you";"1972";"BBE MUSIC";1766169118;1766169342;"https://music.apple.com/fr/album/touching-you/1657677617?i=1657677862&uo=4";"https://www.deezer.com/track/2048411267";"https://open.spotify.com/track/7AipXlk1eIkbxNAguTog7b";
"Armando Trovaioli";"Bof / Parfum de femme";"Parfum de femme : Parfum de femme";"1975";"PATHE MARCONI";1766169341;1766169556;;;;
"John Coltrane";"Giant steps";"Naima";"1960";"ATLANTIC";1766169554;1766169813;"https://music.apple.com/fr/album/naima/1384498373?i=1384498379&uo=4";"https://www.deezer.com/track/1653260612";;
"Victor Le Masne";"May 20th";"Waiting for Ezra (part 2)";"2022";"CHIEN BLEU";1766169812;1766170001;;;;
"Jaco Pastorius";"The essential Jaco Pastorius";"Portrait of Tracy";"1976";"";1766170000;1766170141;;"https://www.deezer.com/track/15743023";"https://open.spotify.com/track/5NBAy2oiS9OIWyAZhklsH2";
"Jan Hammer Group";"Melodies";"Don't you know";"1977";"RED GATE RECORDS";1766170136;1766170314;;"https://www.deezer.com/track/83715290";"https://open.spotify.com/track/3T37jKtvQzNExmz3DuQNoz";
"ZED YUN PAVAROTTI";"";"Papillon";"";"";1766170311;1766170836;"https://itunes.apple.com/fr/album/par-amour/1442612124?i=1442612128&uo=4";"https://www.deezer.com/track/668189162";"https://open.spotify.com/track/2c0RiMsmiozoWrm6M6vpEf";"https://www.youtube.com/watch?v=OIgrvxdEmGI"
"Alexandre Girard";"Générique Transe FIP Express";"GENERIQUE TRANSE FIP EXPRESS";"2022";"";1766170801;1766171205;;;;
"Bert Kaempfert";"B.O.F / 15 août";"A swinging safari";"1965";"MERCURY";1766170835;1766170848;;"https://www.deezer.com/track/7568537";;
"Gil Scott Heron";"Bridges";"We Almost Lost Detroit";"1977";"ARISTA";1766170850;1766171167;;;;
"Miriam Makeba";"Free Africa";"Pata pata";"1967";"MERCURY";1766171007;1766171550;"https://music.apple.com/fr/album/pata-pata/359363071?i=359363250&uo=4";"https://www.deezer.com/track/103006776";;
"Erick Cosaque";"Chinal ka 1973-1992";"Zombie dance";"1982";"HEAVENLY SWEETNESS";1766171180;1766171744;;"https://www.deezer.com/track/772244242";;
"Africa Express";"Egoli";"I can't move (feat. Damon Albarn, Moonchild Sanelly, Mr Jukes, Sibot, Blue May)";"2019";"AFRICA EXPRESS";1766171375;1766171938;;;;
"Obongjayar";"Just My Luck / Tomorrow Man";"Just my luck";"2024";"SEPTEMBER RECORDINGS";1766171564;1766172111;;"https://www.deezer.com/track/3027426651";"https://open.spotify.com/track/1eHaiGXJdwRwvJG3pivPCu";
"Gboyega Adelaja";"Doing it in Lagos : Boogie, pop & disco in 1980's Nigeria";"Colourful environment";"1979";"SOUNDWAY";1766171741;1766171751;"https://music.apple.com/fr/album/colourful-environment/1359654796?i=1359655573&uo=4";"https://www.deezer.com/track/473236462";;
"Skyy";"Skyway";"You got me up";"1980";"SALSOUL RECORDS";1766172050;1766172729;"https://music.apple.com/fr/album/you-got-me-up/1465283553?i=1465283559&uo=4";"https://www.deezer.com/track/143047234";"https://open.spotify.com/track/6R3KMfVd9B2eDbJHbT34wh";
"Young Mc";"Stone cold rhymin' (deluxe edition)";"Bust a move";"1989";"THE BICYCLE MUSIC COMPANY";1766172353;1766172616;;"https://www.deezer.com/track/120302496";;
"LA Priest";"Fase luna";"It's you (radio edit)";"2023";"DOMINO RECORDS / SONY";1766172615;1766172822;;;;
"Young Mc";"Stone cold rhymin' (deluxe edition)";"Bust a move";"1989";"THE BICYCLE MUSIC COMPANY";1766172721;1766172988;;"https://www.deezer.com/track/120302496";;
"Howie B";"Last bingo in Paris";"Scooter";"2004";"MK2";1766172819;1766173352;"https://music.apple.com/fr/album/scooter/210755947?i=210759081&uo=4";"https://www.deezer.com/track/2766042";;
"Brigitte Bardot";"Initiales BB";"Harley Davidson";"1967";"MERCURY";1766172994;1766173517;;"https://www.deezer.com/track/1101462";;
"Billy Idol";"Songs 11 of the best";"White wedding";"1982";"CHRYSALI";1766173141;1766173345;;;;
"Butcher Brown";"Letters from the Atlantic";"Something new about you";"2025";"CONCORD JAZZ";1766173344;1766173934;;"https://www.deezer.com/track/3288209971";"https://open.spotify.com/track/2G5SeBlIwDUaiXB8iZydmJ";
"Quantic";"Dj-kicks";"Eko Eko (Dj-Kicks)";"2025";"K7!";1766173562;1766173578;;"https://www.deezer.com/track/3232716211";"https://open.spotify.com/track/0w8oXrxGo4XPwJVCB0sdVt";
"Madonna";"True blue (super club mix)";"Everybody (extended version)";"1982";"";1766173796;1766174521;;;;
"Pasteur Lappe";"Man pass man (Version Originale)";"Na real sekele fo' ya";"1979";"AFRICA SEVEN";1766174148;1766174528;;;"https://open.spotify.com/track/61CV0JyrE4BbyvPrsrgFB6";
"Pasteur Lappe";"Man pass man (Version Originale)";"Na real sekele fo' ya";"1979";"AFRICA SEVEN";1766174519;1766174896;;;"https://open.spotify.com/track/61CV0JyrE4BbyvPrsrgFB6";
"NTM";"Paris sous les bombes";"Pass pass le oinj";"1995";"EPIC";1766174523;1766175137;;;;
"Ryan Paris";"On the beach";"Dolce Vita";"1983";"DELTA MUSIC";1766174765;1766175329;;"https://www.deezer.com/track/2589296";;
"Giorgio Moroder";"BOF / Ça plane les filles";"Ça plane les filles : Valley of the dolls";"1980";"CASABLANCA";1766174953;1766175545;;;;
"The Ritchie Family";"BOF / Je te tiens tu me tiens par la barbichette";"Je te tiens tu me tiens par la barbichette : La barbichette (you make me feel it)";"1979";"BARCLAY";1766175175;1766175820;;;;
"The Fresh Prince";"And in this corner";"The girlie had a mustache";"1989";"JIVE";1766175446;1766176080;;;;
"Queen";"Live at wembley 1986";"Radio ga ga";"";"PARLOPHONE";1766175706;1766176063;"https://music.apple.com/fr/album/radio-ga-ga/1441462804?i=1441462810&uo=4";"https://www.deezer.com/track/3434337591";"https://open.spotify.com/track/5BWqitDE1y5u9f52amOug9";
"Dennis Ferrer";"Hey hey";"Hey Hey - Radio Edit";"2010";"DJ CENTER";1766176471;1766177051;;;"https://open.spotify.com/track/2hphmXPuUycjALgKrW78CJ";
"Moodymann";"Black mahogani";"Shades of Jae";"2004";"PEACEFROG RECORDS";1766176679;1766177463;"https://music.apple.com/fr/album/shades-of-jae/1114488424?i=1114488818&uo=4";"https://www.deezer.com/track/124853326";"https://open.spotify.com/track/2jzdxxtPk8hI5AlVJMI1dh";
"Takeru Muraoka & His New Group";"WaJazz : Japanese jazz spectacle Vol.2 - The King records Masters";"Lady boogie";"1978";"180G";1766177093;1766177137;;;;
"Junko Ohashi";"Tokyo nights";"Dancin'";"2017";"CULTURES OF SOUL RECORDS";1766177232;1766177856;;"https://www.deezer.com/track/3117354721";;
"Stephanie Mills";"In my life greatest hits";"Put your body in it";"1979";"CASABLANCA";1766177487;1766177727;"https://music.apple.com/fr/album/put-your-body-in-it/1677670792?i=1677671122&uo=4";"https://www.deezer.com/track/2288291";"https://open.spotify.com/track/4pJRDwBEBBnDGYwwm8JkBw";
"Mamadou Barry";"Niyo";"Africa five";"2009";"WORLDVILLAGE";1766177721;1766177785;"https://music.apple.com/fr/album/africa-five/1442882847?i=1442883318&uo=4";"https://www.deezer.com/track/587607652";"https://open.spotify.com/track/49QwiW1sLCH5WwxuMOc9Q6";
"Coupe Cloue";"Antilles chéries";"Plein caille";"1971";"FANON RECORDS";1766177831;1766178219;;;;
"Mamadou Barry";"Niyo";"Africa five";"2009";"WORLDVILLAGE";1766178094;1766178158;"https://music.apple.com/fr/album/africa-five/1442882847?i=1442883318&uo=4";"https://www.deezer.com/track/587607652";"https://open.spotify.com/track/49QwiW1sLCH5WwxuMOc9Q6";
"Coupe Cloue";"Antilles chéries";"Plein caille";"1971";"FANON RECORDS";1766178199;1766178586;;;;
"Los Fabulosos Cadillacs";"BOF / The matador";"El matador";"2006";"SUPERB RECORDS";1766178218;1766178858;;"https://www.deezer.com/track/6686056";;
"Ska-P";"El vals del obrero";"Cannabis";"1996";"RCA";1766178488;1766179120;;"https://www.deezer.com/track/1049319";;
"Mano Negra";"Mano Negra - Best of";"Mala vida";"1988";"EMI";1766178752;1766179291;;"https://www.deezer.com/track/370304431";"https://open.spotify.com/track/0UY0JLj9kxOlgF6FHogCmX";
"Fatboy Slim";"You've come a long way, baby";"Right here, right now";"1998";"SKINT";1766178923;1766179644;"https://music.apple.com/fr/album/right-here-right-now/1439718666?i=1439718667&uo=4";;"https://open.spotify.com/track/5Sh9v7RwibuV34tdjscwx5";
"Daft Punk";"Musique /Vol.1 (1993 - 2005)";"Around the world";"1997";"VIRGIN";1766179273;1766179878;;;"https://open.spotify.com/track/1pKYYY0dkg23sQQXi0Q5zN";
"Todd Terje";"It's album time";"Inspector Norse";"2014";"OLSEN RECORDS";1766179508;1766179516;;"https://www.deezer.com/track/1855675487";"https://open.spotify.com/track/0kAbddk6eKXc4NIpkoSW9J";
"Todd Terje";"It's album time";"Inspector Norse";"2014";"OLSEN RECORDS";1766179875;1766179883;;"https://www.deezer.com/track/1855675487";"https://open.spotify.com/track/0kAbddk6eKXc4NIpkoSW9J";
"New Order";"International";"Blue monday";"1983";"";1766179900;1766180709;"https://music.apple.com/fr/album/blue-monday/439593473?i=439593497&uo=4";"https://www.deezer.com/track/7337280";;
"Disiz";"Melodrama (feat. Theodora)";"Melodrama (feat. Theodora)";"2025";"ALSO";1766180341;1766180883;;;;
"Tkands & Cxsper";"Now Or Never";"Now or never";"2025";"PROPELLER";1766180515;1766181006;;;;
"Lil Tecca";"Ransom";"Ransom";"2019";"BARCLAY";1766180638;1766180764;"https://music.apple.com/fr/album/ransom/1479205107?i=1479205108&uo=4";"https://www.deezer.com/track/690610892";"https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO";
"Erasmo Carlos";"Brazil 70: After Tropicalia";"Mane Joao";"1980";"SOUL JAZZ RECORDS";1766180843;1766181389;;"https://www.deezer.com/track/67976175";;
"Mariana Froes";"Figa de Guiné";"Figa de Guiné";"2025";"RCA";1766181019;1766181525;;;;
"Blanka";"Hypnotic";"Childhood";"2017";"NOWADAYS RECORDS";1766181157;1766181337;"https://music.apple.com/fr/album/childhood/1250004587?i=1250004608&uo=4";"https://www.deezer.com/track/374653091";"https://open.spotify.com/track/3f3bIqUcfsx3jxROOLrbia";
"COSMIQUE MONIQUE";"Astral goddess";"Yo Groove Makes Me Hot";"2025";"895186 RECORDS";1766181333;1766181601;"https://music.apple.com/fr/album/yo-groove-makes-me-hot/1811709750?i=1811709756&uo=4";"https://www.deezer.com/track/3346605361";"https://open.spotify.com/track/3AG9r5YoUNeoFkyxGRltXX";
"Halfnoise";"City Talk";"Only you";"2023";"CONGRATS RECORDS";1766181614;1766182163;;"https://www.deezer.com/track/2420229275";"https://open.spotify.com/track/2XuWNzFMxlOmcgDdrdRVmt";
"COSMIQUE MONIQUE";"Astral goddess";"Yo Groove Makes Me Hot";"2025";"895186 RECORDS";1766181703;1766181971;"https://music.apple.com/fr/album/yo-groove-makes-me-hot/1811709750?i=1811709756&uo=4";"https://www.deezer.com/track/3346605361";"https://open.spotify.com/track/3AG9r5YoUNeoFkyxGRltXX";
"Sam Cooke";"BOF / Blood ties";"I'll come running back to you";"1957";"L R DU TRESOR";1766181795;1766182293;;"https://www.deezer.com/track/5459892";;
"Say She She";"Silver";"Find a way";"2023";"KARMA CHIEF RECORDS";1766181925;1766182495;;"https://www.deezer.com/track/2353834465";"https://open.spotify.com/track/6RRJT8L3phnDhpPfKDVbIs";
"Raphael Beau";"BOF / Micmacs a tire-larigot";"Larrons en foire";"2009";"MILAN";1766182127;1766182667;;"https://www.deezer.com/track/2593696002";"https://open.spotify.com/track/7bc2IbOq3AxL0baCug8jhv";
"Paolo Conte";"Dancing";"Via con me";"1981";"CDM";1766182306;1766182836;;"https://www.deezer.com/track/1687086767";"https://open.spotify.com/track/2P2rhs7AtvqUzerhAZDbNu";
"Teme Tan";"Témé Tan";"Améthys";"2017";"PIAS";1766182470;1766183048;;"https://www.deezer.com/track/117356874";"https://open.spotify.com/track/1OHWHRCfDnRLLig4JVj4Fm";
"Liam Bailey";"Zero grace";"Canary in the coal mine";"2024";"BIG CROWN RECORDS";1766182681;1766183238;;"https://www.deezer.com/track/2525489001";"https://open.spotify.com/track/2KX1J8Ki965JxVdTm4qmvW";
"Benny Sings";"Young hearts";"Young hearts";"2023";"STONES THROW";1766182872;1766183397;;"https://www.deezer.com/track/2434977335";"https://open.spotify.com/track/3dOQIVqCojMVKlOSreRzY8";
"Trond Kallevag";"Minnesota";"Kindness of strangers";"2025";"HUBRO";1766183036;1766183248;;"https://www.deezer.com/track/3492524931";"https://open.spotify.com/track/4SHfddRemhsnVSpu2XKGQc";
"The Rolling Stones";"Let it bleed";"Gimme shelter";"1969";"ABKCO RECORDS";1766183243;1766183490;;"https://www.deezer.com/track/9914834";"https://open.spotify.com/track/6H3kDe7CGoWYBabAeVWGiD";
"Trond Kallevag";"Minnesota";"Kindness of strangers";"2025";"HUBRO";1766183402;1766183614;;"https://www.deezer.com/track/3492524931";"https://open.spotify.com/track/4SHfddRemhsnVSpu2XKGQc";
"The Graham Bond Organisation";"The sound of 65 / There's a Bond between us";"Walkin' in the park";"1965";"BGO RECORDS";1766183477;1766184050;;;;
"The Rolling Stones";"Let it bleed";"Gimme shelter";"1969";"ABKCO RECORDS";1766183609;1766183856;;"https://www.deezer.com/track/9914834";"https://open.spotify.com/track/6H3kDe7CGoWYBabAeVWGiD";
"Stella";"Adagio";"Omorfo mou";"2025";"SUB POP RECORDS";1766183685;1766184216;;;"https://open.spotify.com/track/4KOhnlI6HqciJJYZILjylB";
"Goya Gumbani";"Warlord of the weejuns";"Manuva(s) (feat. Joe Armon-Jones)";"2025";"GHOSTLY INTERNATIONAL";1766183848;1766184479;;;;
"Roy Ayers";"Silver vibrations";"Smiling with our eyes";"1983";"BBE RECORDS";1766184112;1766184400;;"https://www.deezer.com/track/613546032";"https://open.spotify.com/track/4U2k6joUdYIfXFx67ZPVMi";
"The Maxwell Implosion";"Small circle of friends";"Tic tac (jet sounds rmx by nicola conte)";"2002";"BUNGALOW";1766184399;1766185132;;;;
"Radiomatic";"Cocktail party";"Tout ça pour la bossa nova";"2010";"BELIEVE";1766184761;1766184941;;;;
"Vampire Weekend";"Only God was above us";"Mary Boone";"2024";"COLUMBIA";1766184937;1766185201;;"https://www.deezer.com/track/2722035482";"https://open.spotify.com/track/6OjwIdLlkjCLuOThOwODEY";
"Baron Retif & Conception Perez";"Cascades / Cassette mouillee / Superman (cd promo)";"Decalette";"2012";"ALMOST-MUSIQUE";1766185213;1766185777;;;;
"Vampire Weekend";"Only God was above us";"Mary Boone";"2024";"COLUMBIA";1766185306;1766185570;;"https://www.deezer.com/track/2722035482";"https://open.spotify.com/track/6OjwIdLlkjCLuOThOwODEY";
"Hannah Jadagu";"Describe";"Bergamont";"2025";"SUB POP RECORDS";1766185410;1766186017;"https://music.apple.com/fr/album/bergamont/1809219156?i=1809219168&uo=4";"https://www.deezer.com/track/3481563321";"https://open.spotify.com/track/2489SFKn0nmQUe8UcYIDrO";
"Alt-J";"U & me";"U & me";"2021";"INFECTIOUS MUSIC";1766185650;1766186187;;;;
"Céu";"Tropix";"Perfume do invisivel";"2016";"657036123526";1766185820;1766186492;;"https://www.deezer.com/track/119237918";"https://open.spotify.com/track/0jfoe5uRleBkZStqvp1iKK";
"Prince";"Prince the Hits 1";"I feel for you";"1979";"WARNER";1766186132;1766186701;;"https://www.deezer.com/track/4288242";"https://open.spotify.com/track/0bNPzbyaT9npwhIP8d2Rsi";
"Los Bitchos";"Tripping party / FFF";"FFF";"2018";"BLAK HAND RECORDS";1766186333;1766186851;;;;
"Johan Papaconstantino";"Contre-jour";"J'aimerai";"2019";"ANIMAL 63";1766186484;1766187072;;"https://www.deezer.com/track/632941142";"https://open.spotify.com/track/52BKUSysf8n4gEY5JOkvtM";
"Trampled By Turtles";"Blue sky and the devil";"Written on the wall";"2005";"BANJODAD RECORDS";1766186705;1766186852;;"https://www.deezer.com/track/74528331";"https://open.spotify.com/track/40Dm6aUYF2x8i8ggAHPwrH";
"The Isley Brothers";"Folky & Funky";"Love The One You're With";"1971";"SONY";1766186857;1766187077;;"https://www.deezer.com/track/859062";"https://open.spotify.com/track/0NnyYBnyStcNKDu7PejLPF";
"Trampled By Turtles";"Blue sky and the devil";"Written on the wall";"2005";"BANJODAD RECORDS";1766187071;1766187217;;"https://www.deezer.com/track/74528331";"https://open.spotify.com/track/40Dm6aUYF2x8i8ggAHPwrH";
"Roger Fakhr";"Fine anyway";"Sometimes you feel bad";"1978";"HABIBI FUNK RECORDS";1766187076;1766187570;;;;
"Babo Moreno";"Babo Moreno";"La ciudad perdida pt. 1";"2025";"MATSUKA (ACQUISITION)";1766187202;1766187764;;;;
"The Isley Brothers";"Folky & Funky";"Love The One You're With";"1971";"SONY";1766187222;1766187442;;"https://www.deezer.com/track/859062";"https://open.spotify.com/track/0NnyYBnyStcNKDu7PejLPF";
"The Bongo Hop";"Satingarona part.2";"Agua fria";"2019";"UNDERDOG";1766187402;1766188011;;"https://www.deezer.com/track/606480922";"https://open.spotify.com/track/7CSebbAAlgMqngWpEkhBl5";
"Amy Winehouse";"Back to black";"He Can Only Hold Her";"2007";"ISLAND";1766187642;1766188171;;"https://www.deezer.com/track/2176861";;
"Pablo Moses";"The revolutionary years 1975 - 1983";"Revolutionary step";"1980";"GROUNDED MUSIC";1766187798;1766188438;;;;
"Neil Young";"On the beach";"Revolution blues";"1974";"WEA";1766188070;1766188679;"https://music.apple.com/fr/album/revolution-blues/1015732002?i=1015732024&uo=4";;;
"Lucienne Renaudin Vary";"Lucienne Renaudin Vary : The Voice of the Trumpet";"Les soirées musicales : La danza - pour trompette et orchestre";"2017";"WARNER CLASSICS";1766188310;1766188867;;;;
"Meskerem Mees";"Julius";"The Writer";"2021";"MAYWAY RECORDS";1766188490;1766188666;;"https://www.deezer.com/track/2596112432";"https://open.spotify.com/track/6XWjuK5fcyF1Wrb1uE2geG";
"Jack Kerouac";"On the road";"On the road (Song)";"1960";"RYCODISC";1766188665;1766188801;;;;
"Georges Brassens";"Supplique pour être enterré à la plage de sète";"La route aux quatre chansons";"1964";"PHILIPS";1766188809;1766189344;;"https://www.deezer.com/track/2424399";"https://open.spotify.com/track/7bbgUjQB5RhSHNyqAlkJl7";
"Meskerem Mees";"Julius";"The Writer";"2021";"MAYWAY RECORDS";1766188859;1766189034;;"https://www.deezer.com/track/2596112432";"https://open.spotify.com/track/6XWjuK5fcyF1Wrb1uE2geG";
"Boogaloo Combo";"Brazilian beats";"Hot Pants Road";"1970";"";1766188977;1766189466;;"https://www.deezer.com/track/73525869";;
"Jack Kerouac";"On the road";"On the road (Song)";"1960";"RYCODISC";1766189030;1766189166;;;;
"Sharon Jones";"I learned the hard way";"Better things";"2010";"DAPTONE";1766189099;1766189673;;;;
"Jowee Omicil";"sMiLes";"Soeur Felix aka BeeHive";"2025";"BasH ! Village Records";1766189308;1766189903;;"https://www.deezer.com/track/3554462261";"https://open.spotify.com/track/461my9Euo7i2oOdMtoU4T4";
"Allen Toussaint";"The bright Mississippi";"Blue drag";"2009";"NONESUCH";1766189536;1766190160;"https://music.apple.com/fr/album/blue-drag/311582068?i=311582096&uo=4";"https://www.deezer.com/track/3669624";"https://open.spotify.com/track/6M7wfb504kCbEPuKXfwcau";
"The Drifters";"Atlantic rhythm and blues 1947-1974 volume 5";"Under the boardwalk";"1964";"ATLANTIC";1766189787;1766190310;;;"https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0";
"Jess Sah Bi & Peter One";"Our garden needs its flowers";"Clipo clipo";"1985";"AWESOME TAPES FROM AFRICA";1766189945;1766190533;;;;
"Bob Dylan";"New morning";"The man in me";"1970";"COLUMBIA";1766190169;1766190715;"https://music.apple.com/fr/album/the-man-in-me/538555591?i=538555608&uo=4";"https://www.deezer.com/track/56890761";"https://open.spotify.com/track/7xRemq7GLu0Tbqe9OckG87";
"Chic";"Chic";"Sao Paulo";"1977";"ATLANTIC";1766190344;1766190649;;"https://www.deezer.com/track/72060055";;
"Barry White";"Sampled";"It's ecstasy when you lay down next to me";"1981";"VIRGIN";1766190634;1766191277;;"https://www.deezer.com/track/540139552";"https://open.spotify.com/track/0AgMEbntLT7KZ8sH57NJuI";
"Chic";"Chic";"Sao Paulo";"1977";"ATLANTIC";1766190709;1766191013;;"https://www.deezer.com/track/72060055";;
"Catastrophe";"Gromit";"Gromit";"2020";"TRICATEL";1766190919;1766191484;;"https://www.deezer.com/track/1049352902";"https://open.spotify.com/track/0ggxQTpZx23r5AWkUAoY6d";
"Erika De Casier";"Still";"Ice (feat. They Hate Change)";"2024";"4AD";1766191114;1766191643;;;;
"2pac";"All eyez on me";"All eyez on me";"1995";"DEATH ROW RECORDS";1766191278;1766191950;;"https://www.deezer.com/track/1510293852";;
"Michael Rose";"This is Trojan roots";"Born free";"1979";"TROJAN RECORDS";1766191585;1766192159;;"https://www.deezer.com/track/511181112";;
"Anne Sophie Mutter";"Mozart : 16 sonates pour violon et piano";"Sonate n°27 en Ut Maj K 303 pour violon et piano : Adagio - molto allegro";"2006";"DGG (DEUTSCHE GRAMMOPHON)";1766191792;1766192446;;;;
"Gilbert O'Sullivan";"The best of Gilbert O'Sullivan";"Clair";"1972";"WMD";1766192077;1766192256;"https://music.apple.com/fr/album/clair/1716092315?i=1716092317&uo=4";"https://www.deezer.com/track/143048938";"https://open.spotify.com/track/6yzN1aLjcsP5coOUZPOrJb";
"Vladimir Cosma";"BOF / La Chevre - Le Jouet - Le Grand Blond avec une chaussure noire";"Le jouet : Le jouet (générique)";"1976";"LARGHETTO MUSIC";1766192267;1766192392;;;;
"Eagles";"One of these nights";"One of these nights";"1975";"ASYLUM";1766192391;1766192677;"https://music.apple.com/fr/album/one-of-these-nights/635829971?i=635830022&uo=4";"https://www.deezer.com/track/1651616412";;
"Gilbert O'Sullivan";"The best of Gilbert O'Sullivan";"Clair";"1972";"WMD";1766192441;1766192620;"https://music.apple.com/fr/album/clair/1716092315?i=1716092317&uo=4";"https://www.deezer.com/track/143048938";"https://open.spotify.com/track/6yzN1aLjcsP5coOUZPOrJb";
"Vladimir Cosma";"BOF / La Chevre - Le Jouet - Le Grand Blond avec une chaussure noire";"Le jouet : Le jouet (générique)";"1976";"LARGHETTO MUSIC";1766192635;1766192756;;;;
"Beastie Boys";"Paul's boutique";"The sounds of science";"1989";"CAPITOL";1766192658;1766193214;;"https://www.deezer.com/track/3128883";"https://open.spotify.com/track/033N3Mf87ODmORg6YO61cm";
"Eagles";"One of these nights";"One of these nights";"1975";"ASYLUM";1766192754;1766193040;"https://music.apple.com/fr/album/one-of-these-nights/635829971?i=635830022&uo=4";"https://www.deezer.com/track/1651616412";;
"Oxmo Puccino";"Lipopette bar";"Où Est Billie ?";"2006";"EMI";1766192849;1766193371;;;;
"Quyen Thien Dac";"Ao-Giay Spirit money";"Ke";"2025";"HATIVE";1766193008;1766193544;;"https://www.deezer.com/track/3189515971";"https://open.spotify.com/track/0pWUsjw8NpyngaPpT6d5Uk";
"keiyaA";"Hooke’s law";"This time (feat. Rahrah Gabor )";"2025";"XL RECORDINGS";1766193179;1766193358;;;;
"Massive Attack";"Blue lines";"Be thankful for what you've got";"1990";"VIRGIN";1766193358;1766193964;;;;
"Aretha Franklin";"Aretha now";"Night time is the right time";"1968";"ATLANTIC";1766193594;1766194242;;"https://www.deezer.com/track/2133627";"https://open.spotify.com/track/5r0j6rl0VeTrcfZ9UJtOKv";
"Quatuor Saxophones Rascher";"Philip Glass : Oeuvres symphoniques";"Concerto pour quatuor de saxophones et orchestre : 4ème mouvement";"";"NONESUCH";1766193883;1766194109;;;;
"David Bowie";"David Bowie";"Silly boy blue";"1967";"DECCA RECORDS";1766194107;1766194335;;"https://www.deezer.com/track/1589223592";;
"Quatuor Saxophones Rascher";"Philip Glass : Oeuvres symphoniques";"Concerto pour quatuor de saxophones et orchestre : 4ème mouvement";"";"NONESUCH";1766194247;1766194473;;;;
"Bernadette Grimm";"Pop a Paris / Sos mesdemoiselles / Vol 5";"C'est fou";"1966";"UNIVERSAL LI";1766194330;1766194835;;"https://www.deezer.com/track/3243758201";;
