"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer";"youtube"
"Donny Hathaway";"B.O.F. / Come back charleston blue";"Harlem dawn";"1972";"ATLANTIC";1730746406;1730746504;"https://open.spotify.com/track/2dH7SAqf1ehX5MDXnRaD1u";"https://music.apple.com/fr/album/harlem-dawn/739865116?i=739865131&uo=4";;
"Quincy Jones";"Sounds ... and stuff like that";"Tell Me A Bedtime Story";"1978";"A&M RECORDS";1730746504;1730746908;"https://open.spotify.com/track/1ORqUiQNAzIv1QQi8StbHE";"https://music.apple.com/fr/album/tell-me-a-bedtime-story/1442863691?i=1442864073&uo=4";"https://www.deezer.com/track/7914900";
"HERB ALPERT & THE TIJUANA BRASS";"Last tango in Paris";"Last tango in Paris";"1973";"A&M RECORDS";1730746904;1730747074;;;;
"George Benson";"Give me the night";"Give me the night";"1980";"WARNER BROS";1730747038;1730747336;"https://open.spotify.com/track/5gaUkg5JNk8c4mr2jnpX8H";;"https://www.deezer.com/track/5094396";
"Quincy Jones";"Back on the block";"Jazz corner of the word";"1989";"QWEST RECORDS";1730747332;1730747505;"https://open.spotify.com/track/3Dcm4lKpl1xMDEzRosRqUL";"https://music.apple.com/fr/album/jazz-corner-of-the-word/1440754124?i=1440754150&uo=4";"https://www.deezer.com/track/4244662";
"Quincy Jones";"Back on the block";"Birdland";"1989";"QWEST RECORDS";1730747505;1730747839;"https://open.spotify.com/track/4hpjm7eW3MohWojTojQ4x2";"https://music.apple.com/fr/album/birdland/1440754124?i=1440754332&uo=4";"https://www.deezer.com/track/4244663";
"Count Basie";"Plays Quincy Jones & Neal Hefti";"Rat race";"1956";"ROULETTE @";1730747853;1730748013;;;;
"FRANK SINATRA";"BOF / Listen Up: The Lives of Quincy Jones";"Listen Up: The Lives of Quincy Jones : Fly me to the moon";"1966";"QWEST RECORDS";1730748012;1730748165;;;;
"Frank Sinatra";"L.A. is my lady";"It's All Right With Me";"1984";"COLUMBIA";1730748164;1730748324;"https://open.spotify.com/track/0QCFdY4LdrYrOXSbM0J7XI";"https://music.apple.com/fr/album/its-all-right-with-me/1443425153?i=1443425159&uo=4";;
"Quincy Jones";"Quincy Jones Explores the Music of Henry Mancini";"Dreamsville";"1964";"Verve";1730748341;1730748569;"https://open.spotify.com/track/7xkzboG7K2BZ2esu3eoY3V";;"https://www.deezer.com/track/651080792";
"RAY CHARLES";"The complete Swing Time & Atlantic recordings 1948-1959 / Vol. 3";"Music, music, music";"2012";"CHANT DU MONDE";1730748568;1730748722;;;;
"RAY CHARLES";"";"RAY CHARLES / MY BUDDY";"";"";1730748721;1730748826;;;;
"QUINCY JONES";"Hi-fi party!";"Soul bossa nova";"1996";"POLYDOR";1730748826;1730748988;;;"https://www.deezer.com/track/2507005";
"QUINCY JONES";"";"BOYZ IN THE HOOD";"";"";1730748986;1730749299;;;;
"Jones Quincy";"Gula Matari";"Gula Matari";"1970";"A&M RECORDS";1730749297;1730750087;;;;
"Bo/Dollars";"Bof / Dollars";"Snow creatures";"1971";"WARNER MUSIC";1730750081;1730750274;;;;
"George Johnson";"Mellow madness";"Listen (What it is)";"1975";"A&M RECORDS";1730750272;1730750526;;;;
"Gil Bernal";"BOF / Dans la chaleur de la nuit / De sang froid / CD 3";"De sang froid : Nina (vocal)";"1967";"Decca";1730750556;1730750795;;;;
"Diana Ross";"BOF The Wiz";"The wiz : Is This What Feeling Gets? (Dorothy's Theme)";"1978";"MCA RECORDS";1730750790;1730750987;;;;
"Quincy Jones";"Walking in space";"Love and peace";"1969";"AM";1730750985;1730751331;"https://open.spotify.com/track/7bLOZu7axJuWw5GDLY7nEe";"https://music.apple.com/fr/album/love-and-peace/1443197427?i=1443197835&uo=4";;
"Michael Jackson";"Off the wall";"Don't stop 'til you get enough";"1979";"EPIC";1730751329;1730751691;"https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ";"https://music.apple.com/fr/album/dont-stop-til-you-get-enough/159292399?i=159293312&uo=4";"https://www.deezer.com/track/15586296";
"The Brothers Johnson";"Light up the night";"Stomp";"1980";"A&M";1730751688;1730752066;;;;
"Miles Davis";"You're Under Arrest";"Human Nature";"1985";"Columbia";1730752062;1730752328;;;"https://www.deezer.com/track/852512";
"Michael Jackson";"Thriller";"Baby be mine";"1982";"EPIC";1730752325;1730752586;"https://open.spotify.com/track/6XYbMGvtl6tlPoGWaiH7EY";"https://music.apple.com/fr/album/baby-be-mine/269572838?i=269573042&uo=4";;
"Kendrick Lamar";"To pimp a butterfly";"King kunta";"2015";"AFTERMATH";1730752581;1730752811;"https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O";"https://music.apple.com/fr/album/king-kunta/1440828886?i=1440829137&uo=4";;
"Quincy Jones";"You've got It bad girl";"Summer in the city";"1973";"VERVE";1730752843;1730752910;"https://open.spotify.com/track/39eFFeKv7QaTBIukk7TYVu";"https://music.apple.com/fr/album/summer-in-the-city/1443997207?i=1443997497&uo=4";"https://www.deezer.com/track/3051178";
"MC SOLAAR";"";"MC SOLAAR / WESTERN MODERN";"";"";1730752909;1730753103;;;;
"Donna Summer";"The very best of";"Love is in control (finger on the trigger)";"1982";"";1730753097;1730753355;"https://open.spotify.com/track/4mH6UBtgnFdjeBlS8HRIUX";"https://music.apple.com/fr/album/love-is-in-control-finger-on-the-trigger/900948936?i=900948942&uo=4";;
"George Benson";"Give me the night";"Give me the night";"1980";"WARNER BROS";1730753352;1730753651;"https://open.spotify.com/track/5gaUkg5JNk8c4mr2jnpX8H";;"https://www.deezer.com/track/5094396";
"B.B. King";"BOF / Mon homme";"Mon homme : Messy but Good";"1968";"ABC RECORDS";1730753649;1730753701;;;;
"Tevin Campbell";"T.E.V.I.N";"Round and round (Soul mix edit)";"1991";"QWEST RECORDS";1730753700;1730753993;;;;
"Young Mc";"Stone cold rhymin' (deluxe edition)";"Just say no";"1989";"THE BICYCLE MUSIC COMPANY";1730753991;1730754165;"https://open.spotify.com/track/0pITTQBvwbxuplUUa9njYC";"https://music.apple.com/fr/album/just-say-no/1440900897?i=1440901726&uo=4";"https://www.deezer.com/track/83971961";
"Bjork";"Debut";"Human behaviour";"1993";"ISLAND";1730754184;1730754434;"https://open.spotify.com/track/5OnyZ56HLhrWOXdzeETqLk";"https://music.apple.com/fr/album/human-behaviour/1726662710?i=1726662711&uo=4";"https://www.deezer.com/track/2629697122";
"The Ray Brown Orchestra";"BOF / Les derniers aventuriers";"Go down dying";"1970";"VARESE SARABANDE";1730754430;1730754678;;;;
"Quincy Jones";"Q : Soul bossa nostra";"Ironside";"2010";"INTERSCOPE RECORDS";1730754673;1730754905;;;;
"The Weeknd";"Dawn FM";"A Tale by Quincy (feat. Quincy Jones)";"2022";"XO - REPUBLIC RECORDS";1730754921;1730755017;;;;
"Quincy Jones";"The dude";"One hundred ways";"1981";"AM RECORDS";1730755017;1730755272;"https://open.spotify.com/track/0Yp603BgzIKDDcSUBrYYba";;;
"Mf Doom";"Operation Doomsday";"Rhymes like dimes (feat. Dj Cucumber Slice)";"1999";"METAL FACE RECORDS";1730755271;1730755530;;"https://music.apple.com/fr/album/rhymes-like-dimes-feat-dj-cucumber-slice/1654811465?i=1654811473&uo=4";;
"Quincy Jones";"BOF / The lost man";"The lost man : Up against the wall";"1969";"UNIVERSAL CITY RECORDS";1730755527;1730755786;;;;
"Patti Austin";"BOF / Second chance";"Second chance : It's gonna be special";"1983";"PATHE MARCONI";1730755780;1730756031;;;;
"Nina Simone";"Baltimore";"Everything must change";"1978";"LEGACY";1730755863;1730756099;"https://open.spotify.com/track/49yleYpPMxCOOnltxhImlN";"https://music.apple.com/fr/album/everything-must-change/193001252?i=193001361&uo=4";;
"Aretha Franklin";"Hey now hey (The other side of the sky)";"Somewhere";"1973";"ATLANTIC";1730756030;1730756404;"https://open.spotify.com/track/2EdqCenA4i1lcndSs35ZDZ";"https://music.apple.com/fr/album/somewhere/809173402?i=809173555&uo=4";;
"Raphaela Gromes";"Femmes";"La couleur pourpre (film) : Miss Celie's blues - arrangement pour violoncelle et piano";"2023";"SONY";1730756403;1730756531;;;;
"Simone";"Pedaços";"Começar de novo";"1979";"EMI";1730756529;1730756751;;"https://music.apple.com/fr/album/come%C3%A7ar-de-novo/1442310676?i=1442310686&uo=4";"https://www.deezer.com/track/18231510";
"Anja Garbarek";"Smiling & waving";"And then";"2001";"VIRGIN";1730757003;1730757259;"https://open.spotify.com/track/0L9eWf5VOIkdcyA47OBm1D";"https://music.apple.com/fr/album/and-then/695493145?i=695494070&uo=4";;
"Yndi";"Noir Brésil";"Reliques";"2021";"NASCIMENTO - GRAND MUSIQUE MANAGEMENT";1730757256;1730757486;"https://open.spotify.com/track/4bUIVXdk8C9SdEKZyzpjTu";"https://music.apple.com/fr/album/reliques/1564992706?i=1564993513&uo=4";;
"Mk.Gee";"Two star & The dream police";"You got it";"2024";"R&R DIGITAL";1730757483;1730757617;"https://open.spotify.com/track/09C7sAnEMyDzvpaNeA6NZb";"https://music.apple.com/fr/album/you-got-it/1726030992?i=1726031514&uo=4";;
"Elza Soares";"The woman at the end of the world";"Coração do mar";"2016";"MAIS UM DISCOS";1730757612;1730757694;"https://open.spotify.com/track/2hjDtBQFgHdL4BqQSnkFIM";;;
"Floating Points";"Promises";"Movement 6";"2021";"LUAKA BOP";1730757692;1730758223;"https://open.spotify.com/track/5i0EqAX50KcKNgMDMHZndM";;;
"Mulatu Astatke";"Sketches of Ethiopia (CD promo FIP)";"Hager fiker (radio edit)";"2013";"JAZZ VILLAGE";1730758238;1730758459;;;;
"Vampire Weekend";"Vampire weekend";"Cape cod kwassa kwassa";"2008";"XL RECORDS";1730758457;1730758669;"https://open.spotify.com/track/1vTBBxcBB2Nb3ezQFRrGFO";;;
"Francois And The Atlas Mountains";"La vérité";"La vérité";"2013";"DOMINO";1730758667;1730758848;;;;
"Sinkane";"We belong";"We belong";"2024";"CITY SLANG";1730758847;1730759084;"https://open.spotify.com/track/4UWuluqabYpNZGoqNVGmBI";;"https://www.deezer.com/track/2583618872";
"Karate Boogaloo";"Hold your horses";"Ps emmylou";"2024";"COLEMINE RECORDS";1730759084;1730759298;"https://open.spotify.com/track/2PTN1Dm3PjoxB99aT4RRzL";"https://music.apple.com/fr/album/ps-emmylou/1726622737?i=1726622971&uo=4";;
"Jeff Parker & The New Breed";"Suite for Max Brown";"Build a nest (feat. Ruby Parker)";"2020";"INTERNATIONAL ANTHEM";1730759294;1730759427;;;;
"Marissa O Donnell";"Annie the Broadway musical (story & songs from the sequel)";"It's the hard-knock life";"1977";"TIME LIFE";1730759421;1730759605;;;;
"Jay Z";"Chapterone";"Hard knock life (the ghetto anthem)";"1998";"ROC A FELLA";1730759602;1730759840;;;;
"Lonnie Liston Smith";"Jazz is dead volume 17 : Lonnie Liston Smith";"What may come";"2023";"JAZZ IS DEAD";1730759845;1730760078;"https://open.spotify.com/track/6Gg7VtkMCqjEpbfLaRFnVO";;;
"Voyou";"Les royaumes minuscules";"Deux oiseaux";"2023";"SONY MUSIC";1730760076;1730760329;"https://open.spotify.com/track/2lyrwy5aDGCADq2wpdotC6";"https://music.apple.com/fr/album/deux-oiseaux/1656771718?i=1656771734&uo=4";"https://www.deezer.com/track/2041041017";
"Tindersticks";"Soft tissue";"New world (edit)";"2024";"CITY SLANG";1730760328;1730760554;;"https://music.apple.com/fr/album/new-world-edit/1741752191?i=1741753272&uo=4";;
"Joe Yorke";"Hopeless";"Hopeless";"2023";"RHYTHM STEADY";1730760552;1730760680;"https://open.spotify.com/track/0ymcglA4PYo7H7teqBQNs3";"https://music.apple.com/fr/album/hopeless/1708963114?i=1708963585&uo=4";;
"Hollie Cook";"Hollie Cook";"Body beat";"2011";"MR BONGO REC";1730760678;1730760889;"https://open.spotify.com/track/70LPnS2xZEeTjRkOOFvk7c";;;
"Medeski Martin And Wood";"Let's go everywhere";"Let's Go";"2008";"LITTLE MONTE";1730760889;1730761044;;;;
"Staplin";"Neon shade";"Let's Go Crazy";"2020";"TRUE VELVET RECORDS";1730761042;1730761165;"https://open.spotify.com/track/0iyG3ebjqJLDW3IUBc12bn";;;
"Juniore";"Trois, deux, un";"Voilà voilà";"2024";"LE PHONOGRAPHE";1730761163;1730761343;;;;
"Hermanos Gutierrez";"Until we meet again";"Until we meet again";"2024";"EASY EYE SOUND";1730761344;1730761522;"https://open.spotify.com/track/7ryZ8T60wHhbyJsZSO7ldI";"https://music.apple.com/fr/album/until-we-meet-again/1728320036?i=1728320873&uo=4";"https://www.deezer.com/track/2836204742";
"The Rolling Stones";"Hot rocks (disc 1)";"Time is on my side";"1964";"LONDON";1730761513;1730761692;;"https://music.apple.com/fr/album/time-is-on-my-side/1440764786?i=1440764797&uo=4";"https://www.deezer.com/track/1211147072";
"Nina Simone";"Sings the blues";"Do i move you ? [Second version]";"1967";"RCA/LEGACY";1730761691;1730761827;;;;
"Buscrates";"Control center";"Four-track mind";"2023";"BASTARD JAZZ RECORDINGS";1730761840;1730762063;"https://open.spotify.com/track/7s2b418eXjouljmn8bzQvZ";;;
"Eddie Chacon";"Sundown";"Sundown";"2023";"STONES THROW RECORDS";1730762059;1730762346;"https://open.spotify.com/track/3CGv4it1VeiRX7OaCjBmhW";;;
"Caetano Veloso";"Fina estampa";"Rumba azul";"1994";"VERVE";1730762335;1730762575;"https://open.spotify.com/track/2TnTyPAV0WgFjcxMK7hFFF";"https://music.apple.com/fr/album/rumba-azul/1443361511?i=1443361539&uo=4";;
"Luis Mariano";"Compact d'or";"Nuits d'Espagne";"1961";"EMI";1730762571;1730762713;;;;
"Tony Paeleman";"Camera obscura";"Our Spanish Love Song";"2017";"ABSILONE / SHED MUSIC";1730762714;1730762897;"https://open.spotify.com/track/5b3OITveJfsLCtbbKzu8k4";;"https://www.deezer.com/track/143982542";
"Felicity Lott";"Sweet power of song";"It was a lover and his lass - pour soprano mezzo-soprano et piano";"2000";"EMI";1730762887;1730763037;;;;
"David Bowie";"Ziggy Stardust (remast)";"Lady stardust";"1972";"EMI";1730763035;1730763233;;;;
"Bost & Bim";"Bost & Bim feat.Brisa Roché & Winston McAnuff";"Life on Mars (feat. Brisa Roché)";"2017";"THE BOMBIST";1730763225;1730763412;;;;
"Thee Sacred Souls";"Got a story to tell";"Waiting on the right time";"2024";"DAPTONE RECORDS";1730763406;1730763618;"https://open.spotify.com/track/7rqR6MqQX8x2eDlAmleCRl";"https://music.apple.com/fr/album/waiting-on-the-right-time/1749131359?i=1749131548&uo=4";;
"Lack Of Afro";"Hello baby";"The bakery girl intermission";"2016";"LOA RECORDS LTD";1730763618;1730763755;"https://open.spotify.com/track/7vKAJN8xBilQbEA6atXoox";;;
"Belle And Sebastian";"If you're feeling sinister";"If you're feeling sinister";"1996";"DELABEL";1730763752;1730764067;;;;
"Simon & Garfunkel";"Bridge over troubled water";"The only living boy in new york";"1970";"COLUMBIA";1730764061;1730764296;"https://open.spotify.com/track/5MbXzXGbqobR8xPVPs8OXA";"https://music.apple.com/fr/album/the-only-living-boy-in-new-york/324127933?i=324127941&uo=4";;
"Guy Lombardo";"Ultra-lounge on the rocks part two";"Mrs. Robinson";"1968";"CAPITOL";1730764290;1730764394;;;;
"Gabriel Pierre";"Until now";"Love for sale (feat. Emcee Agora, Katrin Merili & Irving Acao)";"2024";"JAZZ FAMILY";1730764399;1730764640;;;;
"Angelique Kidjo";"Oyo";"Samba pa ti";"2009";"PROPER RECORDS";1730764639;1730764858;;;;
"Ablaye Cissoko & Volker Goetze";"Amanke dionti";"Silo";"2012";"MOTEMA";1730764857;1730765234;;;;
"Bastien Lallemant";"Les érotiques";"L'après midi";"2005";"TOT OU TARD";1730765232;1730765424;;;;
"The Unholy Modal Rounders";"Have moicy";"Midnight in Paris";"1976";"LIGHT IN THE ATTIC RECORDS";1730765435;1730765625;;;;
"Francois Parisi";"BOF / Minuit à Paris";"Ballad du Paris";"2005";"MADISON GATE RECORDS";1730765621;1730765812;;;;
"David Byrne";"Feelings";"They are in love";"1997";"WARNER";1730765809;1730766055;"https://open.spotify.com/track/3gLQ3AmypxV8L7rXRvJHa4";;;
"Florence Foster-Jenkins";"Foster jenkins florence/Complete legacy 1937-1951";"Like a bird";"1941";"NAXOS";1730766053;1730766131;;;;
"Fumiko Shiraga";"Felix Mendelssohn : Arrangements pour ensemble de chambre";"Romance sans paroles en Mi Maj op 19b n°1 - pour piano / arrangement pour violon violoncelle et piano";"2009";"CLAVES";1730766130;1730766297;;;;
"Glenn Gould";"Uninvited guests";"Baetoven (feat. Ro Joaquim)";"2020";"SONY / PRIMARY WAVE";1730766304;1730766453;"https://open.spotify.com/track/4gKfguAxrm4XwsMZttIPyj";;;
"Electric Light Orchestra";"Early elo (1971-1973) / CD 01";"Roll over beethoven (Single Version)";"1973";"EMI";1730766452;1730766722;;;;
"Los Bitchos";"Talkie Talkie";"Talkie talkie, charlie charlie";"2024";"CITY SLANG";1730766721;1730766900;"https://open.spotify.com/track/5rZCmL3GEG95x2BwVw2oTp";;"https://www.deezer.com/track/2800620432";
"Passion Coco";"Sudor y arena";"Playa tropical";"2017";"MAAULA RECORDS";1730766898;1730767142;"https://open.spotify.com/track/1GoIHV2hLdDGwtgn1VC3EX";;;
"Antena";"Camino del sol";"Noelle a hawaii";"1982";"PERMANENT VACATION";1730767140;1730767337;;"https://music.apple.com/fr/album/noelle-a-hawaii/1451924726?i=1451924754&uo=4";;
"Ezra Collective";"Dance, No One’s Watching";"Everybody";"2024";"Partisan Records";1730767341;1730767649;"https://open.spotify.com/track/2MWunjociuTlXWBKMZV2vz";;;
"Young Gun Silver Fox";"West side jet";"West side jet";"2022";"LEGERE RECORDINGS";1730767652;1730767893;"https://open.spotify.com/track/0m2Zkf8hxe53ixSJJaVMXy";"https://music.apple.com/fr/album/west-side-jet/1626473269?i=1626473270&uo=4";;
"Kids Return";"Forever melodies";"My life";"2022";"HAMBURGER RECORDS";1730767890;1730768041;"https://open.spotify.com/track/1FkUsQm0yEiDXmOjbOMcPZ";;"https://www.deezer.com/track/1590602412";
"Alaaska";"Music for pool";"Music for pool";"2023";"YUM YUM RECORDS";1730768045;1730768264;;;;
"Bob Marley";"Africa unite : The singles collection";"One love / people get ready";"1977";"ISLAND";1730768241;1730768410;;;;
"Camille Bazbaz";"Il est 5 heures, kingston s'éveille...";"Qui c'est celui la";"2006";"MAKAFRESH";1730768408;1730768659;;;;
"Os Batuqueiros";"Rare grooves Brasil #1";"Partido alto";"1972";"NOVA";1730768658;1730768862;;;;
"Iogi";"Slow step on quality wood";"Slow step on quality wood";"2023";"RAW TAPES";1730768861;1730769075;"https://open.spotify.com/track/3iRzRAUEXoaJlhICPrBafP";;;
"Captain Planet";"Sounds like home";"Loose Wires (feat. El Din)";"2023";"BASTARD JAZZ RECORDINGS";1730769096;1730769287;;;;
"Jimmy Cliff";"Rebirth";"One more";"2012";"SUNPOWER PRODUCTIONS NY";1730769288;1730769493;;;;
"Beau Catcheur";"Beau catcheur";"One more time";"2012";"DERNIERE BANDE MUSIC";1730769492;1730769809;"https://open.spotify.com/track/4AJRWfsjfiOh1S6D95Or0w";;;
"Shirley Horn";"Softly";"Forget me";"1988";"AUDIOPHILE RECORDS";1730769808;1730770025;;;;
"Ramin Djawadi";"BOF TV / Westworld (saison 1)";"Back To Black";"2016";"WATERTOWER MUSIC";1730770026;1730770139;"https://open.spotify.com/track/59BY2oQHJognz3VT0DKp2d";;;
"Aretha Franklin";"Spirit in the dark";"Spirit in the dark";"1970";"ATLANTIC";1730770138;1730770376;"https://open.spotify.com/track/1wGvueGYFPUmQUtVglgcPt";"https://music.apple.com/fr/album/spirit-in-the-dark/266602438?i=266606393&uo=4";;
"PM Warson";"A little more time";"I need a reason";"2024";"LEGERE RECORDINGS";1730770375;1730770630;"https://open.spotify.com/track/5Tcm4edpfRh9Ap64U9nuNc";"https://music.apple.com/fr/album/i-need-a-reason/1761243083?i=1761243398&uo=4";;
"Fly Golden Eagle";"Quartz bijou";"The slider";"2015";"ATO RECORDS";1730770628;1730770821;;;;
"Claude Bolling";"Shake sauvage: French soundtracks 1968-1973";"Qui ? (bof) : Full speed";"1970";"CRIPPLED DICK HOT WAX";1730770822;1730770971;;;;
"Cesar Precio";"La suite logique des choses";"La fin du monde";"2024";"OBJET DISQUE - LABEL SERVICE";1730770970;1730771152;"https://open.spotify.com/track/4mbnwwvzrxiphFeGVnEBa4";;"https://www.deezer.com/track/2947329381";
"Marcos Valle";"Tunel acustico";"Todo dia santo";"2024";"FAR OUT RECORDINGS";1730771148;1730771340;"https://open.spotify.com/track/6kixUbQKtZEzfebWesNZGG";;"https://www.deezer.com/track/2865217602";
"Kadhja Bonet";"Childqueen";"Second wind";"2018";"FAT POSSUM RECORDS";1730771338;1730771582;"https://open.spotify.com/track/70j5IpLhG6klLJtTpYXUss";"https://music.apple.com/fr/album/second-wind/1352424509?i=1352427570&uo=4";"https://www.deezer.com/track/466038172";
"Revue Blanche";"Misia";"Trois morceaux en forme de poire : En plus - arrangement pour flûte traversière alto et harpe";"2022";"ANTARCTICA";1730771583;1730771744;;;;
"Tim Hardin";"Black sheep boy - An introduction to Tim Hardin";"How can we hang on to a dream";"1966";"POLYDOR";1730771741;1730771857;"https://open.spotify.com/track/1wed13CuglKBkOnVFFzI1D";"https://music.apple.com/fr/album/how-can-we-hang-on-to-a-dream/1452844709?i=1452845222&uo=4";;
"Jose Feliciano";"Feliciano!";"California dreamin";"1968";"RCA";1730771856;1730772105;;;;
"The Sextones";"Love can't be borrowed";"Daydreaming";"2023";"RECORD KICKS";1730772101;1730772343;"https://open.spotify.com/track/1O2eJVtdyWCVrsoQobQqst";;"https://www.deezer.com/track/2259400567";
"Chlorine Free";"Free speech";"Rêves perdus";"2017";"DU NOSE";1730772342;1730772528;"https://open.spotify.com/track/4ereVSEly6mZhXGC0r1Srv";"https://music.apple.com/fr/album/r%C3%AAves-perdus/1299709386?i=1299710923&uo=4";;
"Dublon";"Raining but it’s OK (feat. Tour-Maubourg & Manon)";"Raining but it’s OK (feat. Tour-Maubourg & Manon)";"2024";"DELICIEUSE RECORDS";1730772536;1730772761;;;;
"Nubiyan Twist";"Nubiyan twist";"Hypnotised";"2017";"WORMFOOD RECORDS";1730772761;1730773092;;;;
"Redman";"Best of";"Tonight's Da Night";"1992";"DEF JAM RECORDING";1730773088;1730773289;"https://open.spotify.com/track/67mtN6BlsJR0LVyzvNZnGt";"https://music.apple.com/fr/album/tonights-da-night/1440921502?i=1440922460&uo=4";;
"Tiki Paradise";"MaAuLa-o-rama vol.5 - Exotic Amuse bouche";"Island fever";"2020";"MAAULA RECORDS";1730773289;1730773428;"https://open.spotify.com/track/2hvSwOAak9bV0tYL5VmV5N";"https://music.apple.com/fr/album/island-fever/1537573402?i=1537573467&uo=4";;
"Fania All Stars";"Rhythm machine";"En orbita";"1977";"FANIA";1730773432;1730773726;"https://open.spotify.com/track/6gg7x7LUCLwNvw7rCqBfbK";;;
"Nia Archives";"Silence is loud";"Out of options";"2024";"UNIVERSAL ISLAND RECORDS";1730773724;1730773852;"https://open.spotify.com/track/1ygHZpILmwL7EaByT1SVAO";"https://music.apple.com/fr/album/out-of-options/1728850551?i=1728850743&uo=4";"https://www.deezer.com/track/2738165771";
"Muddy Monk";"Bingo paradis";"Chaki queen";"2024";"HALF AWAKE RECORDS";1730773849;1730774051;"https://open.spotify.com/track/7o0iyFrZ0YxZXs2leWNRel";;"https://www.deezer.com/track/2801059052";
"Francois De Roubaix";"BOF / L'homme orchestre";"Les grosses caisses";"1970";"EMARCY RECORDS";1730774049;1730774170;;"https://music.apple.com/fr/album/les-grosses-caisses-bof-lhomme-orchestre/1516444462?i=1516445080&uo=4";;
"Liza Minnelli";"New-York New-York (film)";"Theme from new york, new york";"1977";"EMI";1730774168;1730774367;;"https://music.apple.com/fr/album/theme-from-new-york-new-york/715513995?i=715515542&uo=4";;
"Mick Harvey";"Intoxicated man";"New York USA";"1995";"VOGUE 74";1730774370;1730774512;;;;
"Sting";"Symphonicities";"Englishman in New York";"2010";"DG";1730774511;1730774772;;;;
"Arturo Toscanini";"Woody Allen : From Manhattan to midnight in Paris";"Rhapsody in blue (intro & theme)";"1942";"MILAN MUSIC";1730774771;1730774971;;;;
"Alice Russell";"I see you";"I see you";"2024";"TRU THOUGHTS";1730774970;1730775146;"https://open.spotify.com/track/0VKwJVdneymFdgu4bxr50P";;;
"Galliano";"Halfway somewhere";"Dancin' your own time";"2024";"BROWNSWOOD";1730775146;1730775388;"https://open.spotify.com/track/4uTTEq6jnBkW3PmcDw44KC";"https://music.apple.com/fr/album/dancin-your-own-time/1744395155?i=1744395566&uo=4";;
"Roy Ayers";"BOF / Coffy";"Coffy is the color";"1973";"UNIVERSAL MU";1730775387;1730775568;;;;
"Oscar And His Orchestra";"Hong Kong disco";"Make me believe in you";"";"WAN CHAI RECORDS";1730775567;1730775859;;;;
"Clea Vincent";"Non mais oui (EP)";"Retiens mon désir";"2014";"MIDNIGHT SPECIAL RECORDS";1730775850;1730776068;"https://open.spotify.com/track/7Hda5oomocViis0DnPhMhy";;;
"Saigon Soul Revival";"Ai that long yeu ai";"Ai that long yeu ai (Radio Edit)";"2024";"SAIGON SUPERSOUND";1730776066;1730776267;;"https://music.apple.com/fr/album/ai-th%E1%BA%ADt-l%C3%B2ng-y%C3%AAu-ai-radio-edit/1755387336?i=1755387341&uo=4";;
"The Ventures";"U.S.A.";"Pipeline";"1970";"ONN";1730776282;1730776417;;;;
"Nurse";"Easy lover";"Pretty girl";"1982";"SMAP RECORDS";1730776413;1730776683;"https://open.spotify.com/track/6alQKaPsgfXEhYEwPrOiqM";;;
"Peace De Resistance";"Lullaby for the debris";"Fast money";"2024";"LA VIDA ES UN MUS DISCOS";1730776675;1730776829;"https://open.spotify.com/track/2WUYoZUrLttkkczYFAr3u5";;;
"Johnny Cash";"BD Music presents Johnny Cash";"Tell Him I’m Gone";"1962";"BDMUSIC";1730776828;1730777008;;;;
"Nat Myers";"Yellow peril";"Yellow peril";"2023";"EASY EYE SOUND";1730777009;1730777212;"https://open.spotify.com/track/5lzSKx8sUNApxzrGU6POXw";;;
"Ben Harper";"Winter is for lovers";"Paris";"2020";"ANTI";1730777207;1730777385;"https://open.spotify.com/track/1ksmAm5GBWQjT9QCh9b2YH";;;
"Arielle Soucy";"Il n'y a rien que je ne suis pas";"Promenade";"2023";"BONBONBON";1730777374;1730777545;"https://open.spotify.com/track/5YJYDoASP3gSBP3oApGsPX";;;
"Moonchild";"Voyager";"Let you go";"2017";"TRU THOUGHTS";1730777543;1730777737;"https://open.spotify.com/track/4RthysJS6wkaiinRYHssxG";"https://music.apple.com/fr/album/let-you-go/1210778924?i=1210778989&uo=4";"https://www.deezer.com/track/143168552";
"Moodymann";"Black mahogani";"I need you so much";"2004";"PEACEFROG RECORDS";1730777735;1730777895;;;;
"Blossom Dearie Joe Harnell Dick Romoff Ted Sommer Jerome Richardson Divers";"Sings rootin' songs (remaster)";"Our day will come";"1963";"DIW RECORDS";1730777894;1730778045;;;;
"David Brutti";"Charles Koechlin : Intégrale des oeuvres pour saxophone";"2 sonatines op 194 : Sonatine op 194 n°1 : Andante assez allant - pour saxophone soprano et orchestre de chambre";"2012";"BRILLIANT CLASSICS";1730778045;1730778220;;;;
"Joan As Police Woman";"Lemons, limes and orchids";"Full-time heist";"2024";"PIAS";1730778220;1730778460;"https://open.spotify.com/track/1OYrRr2BlWAt0LIHNdqjYt";;;
"Tamtam";"Ramble In the rainbow";"Ramble in the rainbow";"2024";"PPU";1730778460;1730778697;"https://open.spotify.com/track/3WYs9M0Cn1h9D6bHlfBjYW";"https://music.apple.com/fr/album/ramble-in-the-rainbow/1722550611?i=1722550938&uo=4";"https://www.deezer.com/track/2595437202";
