"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Trio Astor";"Astor Trio : Gershwin et de Falla";"Porgy and Bess suite : It ain't necessarily so - pour violon guitare et contrebasse";"2015";"KSG EXAUDIO";1714401434;1714401670;;;
"The Divine Comedy";"BOF / Shooting fish";"In pursuit of happiness";"1997";"CAPITOL";1714401669;1714401879;;"https://music.apple.com/fr/album/in-pursuit-of-happiness/163951050?i=163951161&uo=4";"https://open.spotify.com/track/1ROkGn4GeGlO7RobayXGrj"
"Kenya Vaun";"The honeymoon phase";"Halfway";"2024";"300 ENTERTAINMENT";1714401878;1714402052;;"https://music.apple.com/fr/album/halfway/1736616194?i=1736617158&uo=4";"https://open.spotify.com/track/0yUGvhBZTM3r6dHWDyjZvs"
"Lee 'Scratch"""" Perry & Adrian Sherwood";"Dub setter";"Yellow fever";"2010";"ON-U RECORDS";1714402048;1714402330;;;
"The Police";"Every breath you take / Succes";"Wrapped around your finger";"1983";"A & M";1714402330;1714402641;"https://www.deezer.com/track/7045690";"https://music.apple.com/fr/album/wrapped-around-your-finger-remastered-2003/1440673959?i=1440674166&uo=4";
"Nana Caymmi";"";"Tens";"";"";1714402640;1714402806;;;
"Sean Kennard";"Domenico Scarlatti : Intégrale des sonates pour clavier / vol 17";"Sonate pour piano en Ré Maj K 400 L 213";"2017";"NAXOS";1714402802;1714402943;;;
"Stacey Kent (Chant)";"I know I dream";"Les amours perdues";"2017";"Okeh";1714402943;1714403199;;"https://music.apple.com/fr/album/les-amours-perdues/1641546376?i=1641546670&uo=4";"https://open.spotify.com/track/7wFvCMPIKEzK0YO4E26hpX"
"Diana Ross";"One woman";"Love hangover";"1976";"EMI";1714403198;1714403421;"https://www.deezer.com/track/2602268";"https://music.apple.com/fr/album/love-hangover/1440739742?i=1440739856&uo=4";"https://open.spotify.com/track/4UqPeeSyRt59KZmC0aA2Ni"
"Superstar";"Pulsation three / Crazy girl";"Pulsation three";"1977";"INSIEME";1714403420;1714403630;;;
"Joy White";"Melody life : Trojan sisters";"Tribulation";"2010";"TROJAN RECORDS";1714403627;1714403790;;;"https://open.spotify.com/track/4K4SNLNilQLmrcgmKVDsnZ"
"Theo Champion";"Most dreams come false";"Most dreams come false";"2023";"AUTOPRODUCTION";1714403787;1714403978;;"https://music.apple.com/fr/album/most-dreams-come-false/1698909526?i=1698909527&uo=4";"https://open.spotify.com/track/2GCUVpp1OqlUVZXCc7fDQh"
"Frank Rabeyrolles";"Minor blue";"Blind";"2024";"WOOL RECORDINGS";1714403979;1714404160;"https://www.deezer.com/track/2605496822";"https://music.apple.com/fr/album/blind/1723848207?i=1723848534&uo=4";"https://open.spotify.com/track/15TuxgLM2BQCFn0ZL3TRqH"
"Niningashi";"Heavy way";"Miyo chan";"1974";"TIME CAPSULE RECORDS";1714404156;1714404312;;;
"Hank Williams";"BD Music presents Hank Williams";"Lost highway";"1949";"BDMUSIC";1714404308;1714404466;"https://www.deezer.com/track/548860972";;
"Philippe Clay";"Fais ta prière Tom Dooley";"Fais ta prière Tom Dooley";"1958";"PHILIPS";1714404465;1714404633;;;
"Bo/Fantastic Mr Fox";"BOF / Fantastic Mr. Fox";"Mr. Fox in the fields";"2009";"TWENTIETH CENTURY FOX";1714404628;1714404690;;;
"Msaki & Tubatsi";"Synthetic hearts";"Stay as you are";"2023";"NO FORMAT";1714404690;1714404890;;;
"SiR";"Heavy";"Only human";"2024";"TOP DAWG ENTERTAINMENT";1714404890;1714405155;;"https://music.apple.com/fr/album/only-human/1733889610?i=1733890638&uo=4";"https://open.spotify.com/track/33sYQtfvp5xlhts4MVZkQx"
"Major Lazer";"Free the universe";"Get free";"2013";"BECAUSE";1714405155;1714405445;;;"https://open.spotify.com/track/56hYeuutlZO5Pkm99FzLCW"
"Conor Albert";"Collage 2";"Piano joint";"2022";"YOUNG POET";1714405441;1714405615;"https://www.deezer.com/track/1641094552";"https://music.apple.com/fr/album/piano-joint/1607985538?i=1607985545&uo=4";"https://open.spotify.com/track/24UxJRpZ9bhdg49QayFbcP"
"Akhenaton";"Métèque et mat";"L'americano";"1995";"DELABEL";1714405612;1714405880;"https://www.deezer.com/track/3134119";;"https://open.spotify.com/track/5Z38oEZdU5Znabb3gTqSew"
"Renato Carosone Et Son Sextette";"Carosello Carosone";"Tu vuo' fa' l'américano";"1957";"PATHE";1714405880;1714406084;;;
"Carlo Fontana";"La musica del sud (selected works from 1979 to 1988)";"La musica del sud";"2024";"PERIODICA RECORDS";1714406084;1714406344;;;
"George Harrison";"Cloud nine";"Cloud 9";"1987";"WEA";1714406342;1714406535;;;
"Freddie King";"Just pickin'";"Out front";"1967";"MODERN BLUES";1714406535;1714406691;"https://www.deezer.com/track/1149489132";;
"Gene Vincent";"Blue Jean Bop";"Cruisin'";"1957";"CAPITOL";1714406690;1714406821;"https://www.deezer.com/track/66830386";;
"Sonic Chicken 4";"Back from the Canigó / Vol. 2 - Country Punks & City Rockers Perpignan 1999-2010";"Right side of woman";"2007";"STAUBGOLD";1714406820;1714406998;"https://www.deezer.com/track/1564226902";"https://music.apple.com/fr/album/right-side-of-woman/268946686?i=268947145&uo=4";"https://open.spotify.com/track/5CHNFAGnQQogkbdLC2Izf6"
"Freddie Mac Gregor";"Studio One rockers - The original";"Bobby bobylon";"1979";"SOUL JAZZ RE";1714406994;1714407141;;;
"Lee Fields";"Faithful man";"Moonlight mile";"2012";"TRUTH AND SO";1714407139;1714407353;;;"https://open.spotify.com/track/6nLgIFp3YmdEuIsCea4vsZ"
"Blundetto";"Warm my soul";"Final good bye";"2012";"HEAVENLY SWEETNESS";1714407352;1714407581;;;"https://open.spotify.com/track/3d31JWgINabHyO3IY9soxp"
"Bruno Berle";"No reino dos afetos 2";"Tirolirole";"2024";"FAR OUT";1714407574;1714407753;;;"https://open.spotify.com/track/3ByPnYe3VB9nnR8ID3Nvtt"
"Stan Getz";"Jazz samba encore!";"Saudade vem correndo";"1963";"VERVE";1714407750;1714407969;;;"https://open.spotify.com/track/3QxAadrRx8aSEVd6Qzr8KF"
"Henri Salvador";"Chansons des îles";"Un garçon des îles";"1962";"CARRERE";1714407967;1714408139;"https://www.deezer.com/track/352997891";"https://music.apple.com/fr/album/un-gar%C3%A7on-des-%C3%AEles/900376635?i=900376682&uo=4";
"Patricia Petibon";"Patricia petibon / Amoureuse";"Armide : Aria - venez, secondez mes désirs";"2008";"DEUTSCHE GRAMMOPHON";1714408139;1714408296;;;
"Joe Hisaishi";"Bof / Eté de Kikujiro";"Kindness";"1999";"POLYDOR";1714408289;1714408405;;"https://music.apple.com/fr/album/kindness/1498700467?i=1498700686&uo=4";"https://open.spotify.com/track/3iREQC4iWn8DBZ70suGEZO"
"David Bowie";"The rise and fall of Ziggy Stardust and the spide";"Lady stardust";"1972";"EMI";1714408404;1714408605;"https://www.deezer.com/track/1397796922";;
"Elizabeth King";"Soul provider";"Stretch out";"2024";"BIBLE & TIRE RECORDING";1714408595;1714408788;"https://www.deezer.com/track/2616531302";"https://music.apple.com/fr/album/stretch-out/1735394213?i=1735394358&uo=4";"https://open.spotify.com/track/0QFTSZJSZRJM8GAbIp19Rr"
"Cherise";"Calling";"Summer love";"2023";"CHERISE ADAMS-BURNETT";1714408785;1714408991;"https://www.deezer.com/track/2182495577";"https://music.apple.com/fr/album/summer-love/1676309895?i=1676310355&uo=4";"https://open.spotify.com/track/7BPEc1YXCT4Z2pDBRpcXw5"
"Dope Lemon";"Stingray Pete";"Stingray Pete";"2021";"BMG RIGHTS";1714408986;1714409218;;;"https://open.spotify.com/track/5ZUou8n7X3CiNNZshKJCtN"
"Steve Hiett";"Girls in the grass";"Plage 11";"2019";"BE WITH RECORDS";1714409217;1714409509;;;
"Rexy";"Running out of time";"In the force";"1981";"LUCKY NUMBERS";1714409385;1714409576;;"https://music.apple.com/fr/album/in-the-force/1072733546?i=1072734045&uo=4";
"Dalle Beton";"Machine a laver";"Machine à laver";"2024";"KRAKZH";1714409575;1714409798;"https://www.deezer.com/track/2728995021";;"https://open.spotify.com/track/39uH10ryFshlS8aezwxWrP"
"Terence Trent D'Arby";"Greatest hits";"Wishing well";"1987";"COLUMBIA";1714409796;1714410006;;;
"Peemai¨ & Gayam 16";"Gaga gundul";"Terbawa arus";"2024";"COLLECTIF KOA / L ’AUTRE DISTRIBUTION";1714410092;1714410352;;;
"Aldo Ciccolini";"Aldo Ciccolini joue Debussy";"Suite bergamasque : Clair de lune pour piano";"1965";"EMI CLASSICS";1714410350;1714410625;;;
"JOHNNY GUARNIERI";"";"JOHNNY GUARNIERI / STARDUST";"";"";1714410428;1714410606;;;
"JOHNNY GRIFFIN";"";"JOHNNY GRIFFIN / LEFT ALONE";"";"";1714410605;1714410781;;;
"FRANKIE RANDALL";"";"FRANKIE RANDALL / THE MORE I SEE YOU";"";"";1714410780;1714410994;;;
"Duke Pearson (Piano)";"The Phantom";"Say you're mine";"1968";"Blue Note";1714410993;1714411334;;"https://music.apple.com/fr/album/say-youre-mine/1445883152?i=1445883445&uo=4";"https://open.spotify.com/track/4n6Q7l1vdfnY9YJoNjQcBY"
"PAUL DESMOND AND JIM HALL";"";"PAUL DESMOND AND JIM HALL / ALL ACROSS THE CITY";"";"";1714411319;1714411589;;;
"Carmen Mac Rae";"The sound of silence";"Watch what happens (LP version)";"2005";"RHINO RECORDS-RHINO ATLANTIC";1714411588;1714411741;;;
"Hank Jones";"Hank Jones With the meridian string quartet";"What is this thing called love";"1997";"GROOVE MERCHANT RECORDS";1714411739;1714412082;;"https://music.apple.com/fr/album/what-is-this-thing-called-love/105975153?i=105973084&uo=4";
"Nancy Wilson";"But beautiful";"Glad to be unhappy";"1969";"( CAPITOL (ET PM )";1714412080;1714412275;"https://www.deezer.com/track/3231985";"https://music.apple.com/fr/album/glad-to-be-unhappy/715534843?i=715535941&uo=4";"https://open.spotify.com/track/4Yd0M59dPOZkprHxFwKZ5D"
"COUNT BASIE";"";"COUNT BASIE / SUMMERTIME";"";"";1714412274;1714412447;;;
"FRANCES WAYNE";"";"FRANCES WAYNE / CARAVAN";"";"";1714412445;1714412676;;;
"Duke Ellington";"New Orleans Suite";"Thanks For the Beautiful Land on the Delta";"1971";"Atlantic";1714412676;1714412901;;;
"DELLA REESE";"";"DELLA REESE / SOMETHING";"";"";1714412900;1714413137;;;
"LARRY CORYELL";"GUITAR TRIBUTE TO THE BEATLES";"Something";"";"NYC";1714413137;1714413475;"https://www.deezer.com/track/13404215";;"https://open.spotify.com/track/0Zmqci2QWhdr3b8DjWEXyv"
"PRINCE";"Piano & Microphone 1983";"International lover";"2018";"WARNER BROS";1714413227;1714413455;"https://www.deezer.com/track/690147";;
"J.J JOHNSON";"";"J.J JOHNSON / EL CAMINO REAL";"";"";1714413455;1714413703;;;
"Mary Hopkin";"Post card";"Those were the days";"1969";"EMI";1714413703;1714414011;;;
"Socalled";"Ghettoblaster";"You are never alone";"2006";"LABEL BLEU";1714414010;1714414278;"https://www.deezer.com/track/1406472";;
"Bone Thugs N Harmony";"E. 1999 Eternal";"Crept and we came";"1995";"RUTHLESS RECORDS";1714414277;1714414582;;;
"Arnau Obiols & Kayyak";"Faith / San Diago";"Faith";"2024";"COMPOST RECORDS";1714414581;1714414927;;"https://music.apple.com/fr/album/faith-medlar-dele-sosimi-remix/1736491285?i=1736491290&uo=4";
"Star Combo";"Mizik la ka dansé";"Ti Cecile";"1972";"ATANGANA RECORDS";1714414925;1714415114;;;
"New Regency Orchestra";"New Regency Orchestra";"Labasta llego";"2024";"MR BONGO";1714415114;1714415293;"https://www.deezer.com/track/2705317632";;"https://open.spotify.com/track/2xZ90daFnAd55tkNXUhITQ"
"Vampire Weekend";"Only God was above us";"Pravda";"2024";"COLUMBIA";1714415292;1714415542;"https://www.deezer.com/track/2732298651";"https://music.apple.com/fr/album/pravda/1728945682?i=1728945696&uo=4";"https://open.spotify.com/track/1vfG5VaQQzr7x7gCbVyQFF"
"Alt-J";"An awesome wave";"Estocada";"2012";"INFECTIOUS MUSIC";1714415543;1714415758;;;
"Quintette Faberge";"Adolphe Blanc : Quintettes à cordes";"Quintette à cordes n°7 en Mi Maj op 50 : Scherzo tarantelle - pour 2 violons alto violoncelle et contrebasse";"2013";"ES-DUR";1714415757;1714415888;;;
"Hank Locklin";"Fourteen karat gold (Classic Recordings 1951-57)";"I like to play with your kisses";"";"JASMINE RECORDS";1714415888;1714416023;;"https://music.apple.com/fr/album/i-like-to-play-with-your-kisses/507368605?i=507368640&uo=4";"https://open.spotify.com/track/07n434cNnW4YD8yXDwc1hl"
"Lee Hazlewood";"Cake or death";"Boots (original melody)";"2006";"SONY";1714416022;1714416326;;;
"Ors";"Moon-boots";"Moon-boots (short vocal)";"1977";"SALSOUL RECORDS";1714416325;1714416503;;;
"Nu Genea";"Bar Mediterraneo";"Tienaté";"2022";"NG RECORDS";1714416500;1714416779;;"https://music.apple.com/fr/album/tienat%C3%A9/1621918389?i=1621918397&uo=4";"https://open.spotify.com/track/1SIXMGcsAeA6sNxaY1EG3O"
"The New Mastersounds";"Old school";"Buggin'";"2024";"ONE NOTE RECORDS";1714416776;1714417041;;"https://music.apple.com/fr/album/buggin/1729337751?i=1729337759&uo=4";"https://open.spotify.com/track/31nqjTwSxRTVvEN64Az0xd"
"Ivan Tirtiaux";"L'envol";"Pourquoi remettre à demain?";"2016";"LA PRODUCTIONS";1714417038;1714417283;;;
"Gilberto Gil";"Frevo rasgado / Cerebro eletronico";"Cérebro electrônico";"1968";"EL RECORDS";1714417283;1714417494;;;
"Jimi Hendrix";"Smash hits";"Highway chile";"1967";"MCA";1714417494;1714417703;"https://www.deezer.com/track/4969014";;"https://open.spotify.com/track/6r6ARqXEyXaoQjVZ1Mb1pV"
"The Green Flamingos";"In the witching hour";"Our tales of sand";"2021";"THE SOUTHERN ORACLE";1714417700;1714417935;"https://www.deezer.com/track/1356331052";"https://music.apple.com/fr/album/our-tales-of-sand/1564987022?i=1564987555&uo=4";"https://open.spotify.com/track/4nNtkPqzlmKntxi4HgbYPS"
"Mork";"Astral visions";"Astral visions";"2024";"ALBERT'S FAVOURITES";1714417934;1714418092;"https://www.deezer.com/track/2693512642";"https://music.apple.com/fr/album/astral-visions/1734831057?i=1734831070&uo=4";"https://open.spotify.com/track/428gL9gth5UZdYzyfcDECX"
"Kamasi Washington";"Fearless movement";"Together (feat. BJ The Chicago Kid)";"2024";"YOUNG";1714418086;1714418417;;;
"Villagers";"Darling arithmetic";"The soul serene";"2015";"DOMINO";1714418413;1714418656;"https://www.deezer.com/track/98094992";"https://music.apple.com/fr/album/the-soul-serene/961761348?i=961761704&uo=4";"https://open.spotify.com/track/6Ldzl8DVY21HvF50CYJioL"
"Janis Ian";"A 17 ans / At seventeen";"A 17 ans";"1976";"CBS";1714418647;1714418886;;;
"Ennio Morricone";"Mondomorricone";"Ritratto d'autore";"1969";"COLOSSEUM";1714418884;1714419184;;"https://music.apple.com/fr/album/ritratto-dautore/193286642?i=193287663&uo=4";"https://open.spotify.com/track/5vFnQQh7WUfuzXPeBfIp1x"
"Everything But The Girl";"Walking wounded";"Good cop bad cop";"1996";"VIRGIN";1714419180;1714419468;"https://www.deezer.com/track/3458163";"https://music.apple.com/fr/album/good-cop-bad-cop/1562172132?i=1562172870&uo=4";
"Noga Erez";"Vandalist";"Vandalist";"2024";"ATLANTIC RECORDS - NEON GOLD";1714419464;1714419671;"https://www.deezer.com/track/2726011781";"https://music.apple.com/fr/album/vandalist/1738331829?i=1738331831&uo=4";"https://open.spotify.com/track/3ENotujIHUavrxkpkQdbnh"
"Anderson .Paak";"Oxnard";"6 summers";"2018";"AFTERMATH /12 TONE MUSIC, LLC";1714419670;1714419954;"https://www.deezer.com/track/585667492";"https://music.apple.com/fr/album/6-summers/1439982774?i=1439983359&uo=4";"https://open.spotify.com/track/0lG7iyNSstVOLV6faMIHdD"
"Theon Cross";"Intra-I";"Intro (feat. Remi Graves)";"2021";"NEW SOIL";1714419953;1714420080;;"https://music.apple.com/fr/album/intro-feat-remi-graves/1663329440?i=1663329441&uo=4";
"Bang On A Can";"Big beautiful dark and scary";"Shadowbang : Angkat";"2011";"CANTALOUPE";1714420075;1714420255;;;
"Lily Chao";"Chinese folk songs";"Feeling grieved";"1968";"AKUPHONE";1714420254;1714420410;;"https://music.apple.com/fr/album/feeling-grieved/1267799713?i=1267800343&uo=4";"https://open.spotify.com/track/5BixHtlUNx5KyKivZN6lTz"
"Satellite Jockey";"Le week-end";"La vallée";"2020";"ANOTHER RECORD";1714420409;1714420685;;"https://music.apple.com/fr/album/la-vall%C3%A9e/1535501469?i=1535501472&uo=4";"https://open.spotify.com/track/7fnaVlkQErHXKYkd5v7arr"
"King Tubby";"Dub hits from Studio One";"A murderous dub";"";"RHINO RECORDS";1714420680;1714420807;"https://www.deezer.com/track/4430618";"https://music.apple.com/fr/album/a-murderous-dub/194276225?i=194276656&uo=4";"https://open.spotify.com/track/0meOp6SzgM32Em35G2Eipp"
"Iron Butterfly";"In a gadda da vida";"In-a-gadda-da-vida";"1968";"ATCO";1714420803;1714421824;"https://www.deezer.com/track/10024145";"https://music.apple.com/fr/album/in-a-gadda-da-vida/780234002?i=780234010&uo=4";
"Jimi Tenor";"Gaia sunset (part I)";"Gaia sunset (part I)";"2024";"TIMMION RECORDS";1714421823;1714422057;;;
"Flavien Berger";"Les yeux, le reste";"Les yeux, le reste";"2023";"PAN EUROPEAN RECORDING";1714422053;1714422247;;;"https://open.spotify.com/track/0Rx6TQ2u9IVts3vD0sAtR6"
"Wau Wau Collectif";"Mariage";"Xale (Toubab Dialaw kids rhyme)";"2022";"SAHEL SOUNDS";1714422235;1714422454;;"https://music.apple.com/fr/album/xale-toubab-dialaw-kids-rhyme/1642344319?i=1642344332&uo=4";"https://open.spotify.com/track/4qMOZP0MPeBvFVLLJxCtKB"
"The Cake";"Rock & folk cd 8";"Baby that's me";"1967";"WAGRAM MUSIC";1714422452;1714422618;"https://www.deezer.com/track/124096664";"https://music.apple.com/fr/album/baby-thats-me/1110529125?i=1110529877&uo=4";"https://open.spotify.com/track/2qOIYco7w4mErEVqvoRa1O"
"Armando Trovajoli";"BOF / Lovemaker (L'uomo per fare l'amore)";"Spiel der wahrheit (strum.)";"1969";"PENTA MUSIC";1714422614;1714422905;"https://www.deezer.com/track/679589072";;
"Diana Ross";"Every great number 1 hit";"Where did our love go";"1964";"EMI";1714422898;1714423049;;;
"Rasco";"Dmaot";"Louisa";"2024";"BATOV RECORDS";1714423047;1714423346;;;
"Lou Reed";"Songs for Drella";"Nobody but you";"1990";"WARNER BROS";1714423341;1714423566;"https://www.deezer.com/track/6615668";;"https://open.spotify.com/track/1zwtvbJL8H8jG0qbbomS1P"
"Yo La Tengo";"Stuff like that there";"I'm so lonesome I could cry";"2015";"MATADOR RECORDS";1714423565;1714423733;"https://www.deezer.com/track/105473928";"https://music.apple.com/fr/album/im-so-lonesome-i-could-cry/1586480966?i=1586480971&uo=4";"https://open.spotify.com/track/6ryDGsqVkfCy1smUI4Fqu2"
"Juniore";"Ouh là là";"Le cannibale";"2017";"A+LSO / SONY MUSIC";1714423728;1714423946;;"https://music.apple.com/fr/album/le-cannibale/1199211398?i=1199211770&uo=4";"https://open.spotify.com/track/7dLWsN2EwSKeSsPANXClTl"
"Matteo";"Matteo & Bro";"Path (feat. Franck Lebon)";"2022";"CHINESE MAN RECORDS";1714423945;1714424125;;;
"Flavia Coelho";"Sonho real";"Mulher";"2016";"PIAS";1714424139;1714424386;;;"https://open.spotify.com/track/6GvLFcrBHwPkeLbhZ40PZu"
"Makoto Kubota & The Sunset Gang";"Dixie fever";"Hoshikuzu (stardust)";"1977";"WEWANTSOUNDS";1714424384;1714424626;;;
"Steppenwolf";"Their great hits";"Magic carpet ride";"1968";"MCA RECORDS";1714424611;1714424873;"https://www.deezer.com/track/540201372";;"https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS"
"Fred Pallem & Le Sacre Du Tympan";"""""X""""";"Get it in orbit";"2022";"TRAIN FANTOME";1714424869;1714425017;;;
"Air";"Bof / The virgin suicides";"Playground love";"2000";"SOURCE";1714425018;1714425225;;;"https://open.spotify.com/track/052z2UsE2wPrHsBJ9tly0g"
