"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Chris Potter";"There Is A Tide";"Mother of waters";2020;"EDITION RECORDS";1706394642;1706394981;"https://www.deezer.com/track/1084768792";"https://open.spotify.com/track/6fUqXBdsIFN2yyRLi5M6N9";"https://music.apple.com/fr/album/mother-of-waters/1532423918?i=1532423941&uo=4";
"Yusef Lateef";"The doctor is in and out";"The improvisers";1976;"ATLANTIC";1706394979;1706395453;"https://www.deezer.com/track/538957952";;"https://music.apple.com/fr/album/the-improvisers/64748638?i=64748087&uo=4";
"Joe Barbieri";"Dear Billie";"I get along without you very well";2019;"MICROCOSMO DISCHI / MEMBRAN";1706395449;1706395690;"https://www.deezer.com/track/661390542";"https://open.spotify.com/track/7zL9sg0qjxFM0i9IGAV31H";"https://music.apple.com/fr/album/i-get-along-without-you-very-well/1458837666?i=1458837871&uo=4";
"The Buddy Rich Big Band";"Big swing face";"Willowcrest";1967;"FONTANA";1706395690;1706395943;;;;
"Flash Pig";"Flash pig";"No head";2016;"NOME";1706395938;1706396236;;"https://open.spotify.com/track/5VktzZlGe53ptLXOEX9Ilp";;
"Dinah Washington";"The best of Dinah Washington - Mad about the boy";"Mad about the boy";1963;"MERCURY";1706396233;1706396399;;;;
"Tactus";"Contours";"Son-shine";2019;"AUTO PRODUCTION";1706396400;1706396808;;;;
"Leon Parker";"Awakening";"Tokyo";1998;"COLUMBIA";1706396803;1706397090;;"https://open.spotify.com/track/7bBkgnsEVD7L8PnbKUvOBq";"https://music.apple.com/fr/album/tokyo/203777554?i=203778213&uo=4";
"Indra Rios Moore";"Heartland";"Oshun";2015;"IMPLUSE";1706397083;1706397355;;;;
"Hampton Hawes";"Four!";"Yardbird suite";1958;"CONTEMPORARY";1706397350;1706397751;;;;
"Ramon Fossati Sextet";"Callin'  the spirits";"Settimana Romana";2007;"JUSTE UNE TR";1706397748;1706398094;;;;
"Gil Scott Heron";"A new black poet";"Who'll pay reparations for my soul?";1970;"RCA";1706398092;1706398406;;;;
"Brian Lynch Latin Jazz Sextet";"ConClave";"Tom Harrell";2005;"CRISS CROSS JAZZ";1706398406;1706398817;;;;
"Sonny Red";"Out of the blue";"I've been in love before";1959;"BLUENOTE";1706398814;1706399136;;;;
"Meshell Ndegeocello";"Pour une ame souveraine (a dedication to Nina Simone)";"Either way I lose";2012;"NAIVE";1706399133;1706399343;;;"https://music.apple.com/fr/album/either-way-i-lose/560584392?i=560584450&uo=4";
"Rabih Abou Khalil";"Odd times";"The sphinx and I";1997;"ENJA";1706399333;1706399657;;;;
"BadBadNotGood";"IV";"Cashmere";2016;"INNOVATIVE LEISURE";1706399653;1706399927;;"https://open.spotify.com/track/7u2oVfGzgUdQEHfPWd3gsr";"https://music.apple.com/fr/album/cashmere/1608122086?i=1608122596&uo=4";
"Ray Charles";"The definitive Ray Charles";"Let's go get stoned";1966;"ATLANTIC";1706399925;1706400095;;;;
"Nilok 4tet & Daniel Zimmerman";"A wonder plane to";"Naseaux inquiétants";2019;"TOBROPROD / ORKHESTRA";1706400095;1706400583;;;;"https://www.youtube.com/watch?v=O6iHkM0ZDXo"
"Bud Shank";"Sunshine express";"Flim flam";1976;"CONCORD JAZZ";1706400581;1706400843;;"https://open.spotify.com/track/5q0yo6HSJ246IWf5wVocYR";"https://music.apple.com/fr/album/flim-flam/1595979715?i=1595980039&uo=4";
"Makoto Ozone";"Treasure";"My lazy uncle";2003;"VERVE";1706400840;1706401093;;;;
"Bud Powell";"Jazz Giant";"Sometimes I'm happy";1950;"Verve";1706401093;1706401308;;;"https://music.apple.com/fr/album/sometimes-im-happy/443469954?i=443470184&uo=4";
"Tomasz Stanko";"Dark eyes";"Grand central";2009;"ECM";1706401306;1706401686;;;;
"Randy Newman";"Bad love";"Shame";1999;"DREAMWORKS";1706401683;1706401970;;"https://open.spotify.com/track/10w8lDdzRj6oT2XzRdQwDi";"https://music.apple.com/fr/album/shame/1442208531?i=1442208754&uo=4";
"Paolo Fresu Devil Quartet";"Carpe diem";"Enero";2017;"TUK MUSIC";1706401971;1706402240;;;;
"Herbie Nichols";"The complete Blue Note recordings";"The spinning song";1955;"BLUENOTE";1706402236;1706402530;;;;
"Melody Gardot";"Worrisome heart";"Quiet fire";2008;"UNIVERSAL";1706402526;1706402777;"https://www.deezer.com/track/881880";;"https://music.apple.com/fr/album/quiet-fire-radio-remix/1444415000?i=1444415002&uo=4";
"Monk Montgomery";"Bass odyssey";"Journey to the bottom";1971;"CHISA";1706402770;1706403152;;;;
"Jim Black";"Dogs of great indifference";"You know just because";2006;"EDEL";1706403151;1706403461;;;;
"Eddie Jefferson";"The jazz singer";"Sister Sadie";1961;"CDM";1706403457;1706403616;;;;
"Omri Mor";"It's about time";"Dawn";2018;"NAIVE";1706403616;1706403876;;;;
"The Bill Holman Band";"A View From The Side";"But beautiful";1995;"JVC";1706403873;1706404260;;;;
"Ji Dru";"Western";"Black indian";2019;"LABEL BLEU / MAISON DE LA CULTURE D’AMIENS";1706404257;1706404613;;"https://open.spotify.com/track/7jEFShERhZGvPQIlhfHZY2";;
"Art Pepper Quartet";"Modern Art";"When you're smiling";1957;"BLUE NOTE";1706404608;1706404899;;;;
"Jean Michel Pilc";"Follow me";"One for my baby";2004;"DREYFUS JAZZ";1706404897;1706405160;;;;
"Ramsey Lewis";"Inside Ramsey Lewis";"Memphis in june";;"CHESS@";1706405155;1706405334;;;"https://music.apple.com/fr/album/memphis-in-june/1326126629?i=1326126876&uo=4";
"Eric Longsworth";"Sans souci";"Stop and go";2003;"ENJA";1706405334;1706405764;;;;
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"Dancing in the dark";1958;"FRESH SOUND RECORDS";1706405761;1706406043;;"https://open.spotify.com/track/446g4HyKaSV53iRyPzqTNt";;
"Mansur Scott";"Great voices of Harlem";"Song for my father";2014;"PAO RECORDS";1706406041;1706406403;;"https://open.spotify.com/track/2QkAvZNvUnJuoBe5ZRvMM3";;
"Paul Glasse";"The road to home";"Talk that talk";1993;"DOS/RECO";1706406400;1706406659;;;;
"Andre Charlier & Benoit Sourisse";"Multiquarium";"Chance Dance";2013;"GEMINI RECORDS";1706406658;1706407011;;;;
"Four Freshmen";"West coast vocalists 1953-1961";"Love is here to stay";1955;"FREMEAUX ET ASSOCIES";1706407010;1706407200;;;;
"Kaplaa";"Kaplaa";"What's freedom";2021;"AUTOPRODUCTION";1706407200;1706407473;"https://www.deezer.com/track/1925562607";;;
"Donald Byrd";"Slow Drag";"The loner";1967;"BLUE NOTE";1706407471;1706407843;;;"https://music.apple.com/fr/album/the-loner/723533139?i=723533319&uo=4";
"S.Mos";"S-Mos : Hip hop and jazz mixed up";"Who's making love";2010;"MUSICAST";1706407837;1706408075;;;;
"Gato Barbieri";"Under fire";"El sertao";1971;"RCA/BMG";1706408068;1706408560;;"https://open.spotify.com/track/1t5TkiAV439h7MejOhr5PJ";"https://music.apple.com/fr/album/el-sertao/1621356751?i=1621357041&uo=4";
"Avichai Ornoy";"Sneakin' in";"Abuyoyo";2016;"JAZZ LABEL FAMILY";1706408557;1706408856;;"https://open.spotify.com/track/25bqonOcKJ78iAjWWyeyRR";"https://music.apple.com/fr/album/abuyoyo/1139773347?i=1139773436&uo=4";
"Dardanelle";"Jazz ladies";"After you get what you want you don't want it";1946;"CRISTAL RECORDS";1706408847;1706409034;;;;
"Pino Palladino & Blake Mills";"Notes with attachments";"Just wrong";2021;"IMPULSE";1706409034;1706409316;;;;
"Khalil Chahine";"Bakhtus";"El melopongo";1998;"NIGHT & DAY";1706409314;1706409703;"https://www.deezer.com/track/5595487";;;
"Youn Sun Nah";"Lento";"Momento Magico";2013;"ACT";1706409701;1706410028;;"https://open.spotify.com/track/12VnVmBD5uMezscppLrQ25";;
"Cal Tjader";"Black orchid";"Out of nowhere";1957;"WEA";1706410025;1706410229;"https://www.deezer.com/track/1156879212";;;
"Ahmad Jamal";"Blue Moon";"Autumn Rain";2012;"Jazz Village";1706410227;1706410679;;"https://open.spotify.com/track/53FczMFYYuhFt4VOvRUpP7";;
"Ray Charles";"Pure genius : The complete Atlantic recordings / CD 1";"Mary Ann";1957;"WARNER MUSIC";1706410676;1706410841;"https://www.deezer.com/track/2580733592";"https://open.spotify.com/track/6ZVNl5vD86IL6c4ikYgU78";"https://music.apple.com/fr/album/mary-ann/46592114?i=46592146&uo=4";
"Tristan Melia";"Mistake Romance";"The essential";2021;"Jazz Family";1706410841;1706411147;;"https://open.spotify.com/track/1fwAwPqOxWP6qJUhLCc0tO";"https://music.apple.com/fr/album/the-essential/1558740592?i=1558740605&uo=4";
"Thelonious Monk";"Genius of modern music volume 1";"Well You Needn't";1989;"BLUE NOTE";1706411143;1706411318;"https://www.deezer.com/track/10017465";"https://open.spotify.com/track/759mfcNd1NRzPnJpm3zVOs";"https://music.apple.com/fr/album/well-you-neednt/1563384928?i=1563385176&uo=4";
"Cecile Mc Lorin Salvant";"For one to love";"Look at me";2015;"MACK AVENUE";1706411316;1706411475;;;;
"Woody Shaw";"In my own sweet way";"The dragon";1989;"IN + OUT RECORDS";1706411470;1706411965;;;;
"Lars Danielsson. (Compositeur)";"Liberetto";"Party on the Planet";2012;"ACT";1706411961;1706412226;;;;
"Nat King Cole";"20 golden greats";"Mona Lisa";1957;"CAPITOL";1706412221;1706412425;;;;
"Leon Phal Quintet";"Dust to stars";"All I've got";2021;"KYUDO RECORDS";1706412425;1706412825;;;;
"Grant Green";"Live at the Lighthouse";"Walk in the night";1972;"BLUE NOTE";1706412822;1706413216;;;"https://music.apple.com/fr/album/walk-in-the-night-live/724631914?i=724632472&uo=4";
"Matthew Halsall And The Gondwana Orchestra";"Into forever";"Only a woman (feat. Josephine Oniyam)";2015;"GONDWANA RECORDS";1706413212;1706413437;;;;
"Jimmy Smith";"The cat";"Chicago serenade";1964;"VERVE";1706413435;1706413668;;;"https://music.apple.com/fr/album/chicago-serenade/1442447502?i=1442447931&uo=4";
"Irvin Mayfield";"A Love Letter to New Orleans";"James Booker (feat. Carlos Henriquez)";2011;"Basin Street";1706413663;1706414194;;;;
"Eddie Jefferson";"Still on the planet";"Chameleon";1976;"MUSE RECORDS";1706414192;1706414464;;;;
"Julien Brunetaud Trio";"Feels like home";"Nola";2021;"SWING ALLEY";1706414464;1706414748;;;;
"Artie Shaw";"The complete Gramercy Five sessions";"Summit ridge drive";1940;"BLUE BIRD";1706414747;1706414945;;;"https://music.apple.com/fr/album/summit-ridge-drive/290135420?i=290135479&uo=4";
"Madeleine Peyroux";"Secular hymns";"Shout sister shout";2016;"IMPULSE / UNIVERSAL";1706414943;1706415101;;"https://open.spotify.com/track/2BDTjXAcM9v6zabmLWWGHU";"https://music.apple.com/fr/album/shout-sister-shout/1440870200?i=1440870608&uo=4";
"Louie Bellson";"Ecué- Ritmos cubanos";"Sentido en seis (six feelings)";1978;"ORIGINAL JAZ";1706415098;1706415548;;;;
"Eric Le Lann";"Eric Le Lann";"Today i fell in love";2009;"PLUSLOIN MU";1706415545;1706415859;;;;
"Billie Holiday";"BD Music presents Lester Young & Billie Holiday";"Born to love";1937;"BDMUSIC";1706415856;1706416013;;"https://open.spotify.com/track/7nS82WsuTGcBLFgSMv4KBU";;
"David Linx";"One heart, three voices";"One heart, three voices";2005;"EMOTIVE";1706416012;1706416198;;;;
"Kenny Barron Trio";"Book of Intuition";"Light blue";2016;"Impulse !";1706416198;1706416444;;"https://open.spotify.com/track/0LDDlDMeMniW1GVQEQ3PtL";"https://music.apple.com/fr/album/light-blue/1443806691?i=1443806700&uo=4";
"Henri Texier";"Henri Texier : Le coffret JMS";"Le piroguier";1976;"JMS";1706416444;1706416703;"https://www.deezer.com/track/803792132";;;
"Denez";"Stur an avel";"Pennoù kelc'hiet";2021;"COOP BREIZH MUSIK";1706416702;1706416867;;;;
"Alice Coltrane";"Ptah, the el daoud";"Blue Nile";1970;"IMPULSE";1706416864;1706417282;;;;
"Gianni Brezzo";"The awakening";"Flower rain";2021;"JAKARTA RECORDS";1706417279;1706417494;;"https://open.spotify.com/track/5OciBJOLIo8V9k7VIr8G6I";"https://music.apple.com/fr/album/flower-rain/1672765085?i=1672765095&uo=4";
"Randy Weston";"African Rhythms";"Afro-black";1969;"COMET RECORDS";1706417492;1706417669;;;;
"Coleman Hawkins";"Body and soul";"Body And Soul";1939;"RCA";1706417666;1706417846;;;;
"Taj Mahal";"If you’re going to the city: A tribute to Mose Allison";"Your Mind Is On Vacation";2019;"FAT POSSUM RECORDS";1706417845;1706418001;;"https://open.spotify.com/track/6dMlhgHj9f1HzPMthQ4TJn";"https://music.apple.com/fr/album/your-mind-is-on-vacation/1478575172?i=1478575173&uo=4";
"Paul Quinichette";"Paul Quinichette plays Quincy Jones";"Tropical intrigue";1954;"LONEHILLJAZZ";1706418000;1706418182;"https://www.deezer.com/track/1252662552";;;
"The Oscar Peterson Trio";"With respect to Nat";"Calypso blues";1965;"LIMELIGHT";1706418179;1706418392;;;;
"Big In Jazz Collective";"Global";"Mi bel jouné";2021;"AUTOPRODUCTION";1706418386;1706418695;;;;
"Nubya Garcia";"Lean in";"Lean in";2023;"CONCORD JAZZ";1706418695;1706419013;;"https://open.spotify.com/track/0qEYroDLzjD7qexoNrMwtE";"https://music.apple.com/fr/album/lean-in/1693942260?i=1693942266&uo=4";
"Oan Kim";"Slow redux";"Slow redux";2023;"PIAS";1706419003;1706419227;"https://www.deezer.com/track/2630892732";"https://open.spotify.com/track/5xFqOhfdhz79WNlVLd0vKs";"https://music.apple.com/fr/album/slow-redux/1726998653?i=1726998943&uo=4";
"Lucky Thompson With The Gerard Pochonet Orchestra";"Lucky Thompson : Complete parisian small group sessions 1956-1959";"Midnight Sun";1959;"FRESH SOUND RECORDS";1706419223;1706419432;;;;
"Brandon Sanders";"Compton's finest";"In a sentimental mood (feat. Jazzmiea Horn)";2023;"SAVANT";1706419428;1706419696;;;;
"Duke Ellington";"Duke Ellington & John Coltrane";"Take the Coltrane";1962;"IMPULSE";1706419693;1706419970;"https://www.deezer.com/track/911086";;;
"Alan Ferber";"Up High, Down Low";"The more I see you";2023;"Sunnyside";1706419971;1706420395;;"https://open.spotify.com/track/5c3p7TK0AYSmEuo8FgSe8m";;
"Hank Jones & Oliver Nelson";"Happenings / Soulful brass";"Fugue tune";1967;"UNIVERSAL";1706420389;1706420653;;;;
"Swingle Singers";"Place Vendôme";"Vendome";1966;"UNIVERSAL MU";1706420651;1706420861;;;;
"MIKI YAMANAKA";"Shades of rainbow";"Clam";2023;"CELLAR LIVE";1706420858;1706421069;;"https://open.spotify.com/track/4bgSxxOvkpOntnYyfVBEIX";;
"Jasual Cazz";"Memory guard";"Liberty city";2023;"CHUWANAGA";1706421044;1706421296;"https://www.deezer.com/track/2446560055";"https://open.spotify.com/track/0HGVRJnACGyWTzsFF02OBr";;
"Kurt Elling & Charlie Hunter";"SuperBlue : the Iridescent Spree";"Freeman Square";2023;"Edition Records";1706421292;1706421605;"https://www.deezer.com/track/2214192857";"https://open.spotify.com/track/0LwGeY4Ukv74ZVADXMrzqv";"https://music.apple.com/fr/album/freeman-square/1679792950?i=1679793213&uo=4";
"Oscar Marchioni";"Croccodile";"The Beat Goes On";2008;"MUST RECORD";1706421595;1706421844;;"https://open.spotify.com/track/654T9On5nx5XcF3v6et94g";"https://music.apple.com/fr/album/the-beat-goes-on/421602940?i=421602948&uo=4";
"Shirley Scott";"A walkin' thing";"When a man loves a woman";1996;"CANDID";1706421845;1706422072;;;;
"David Linx";"Le coq et la pendule";"Il faut tourner la page";2009;"HARMONIA";1706422068;1706422313;;;;
"Dave Brubeck";"B.O.F / Inland empire";"Three to get ready";1959;"VERVE";1706422311;1706422631;;;;
"Matt Wilson'S Arts & Crafts";"An Attitude for Gratitude";"Teen town";2011;"PALMETTO RECORDS";1706422627;1706422878;;;;
"Jaco Pastorius";"The essential Jaco Pastorius";"Kuru / Speak like a child";1976;"LEGACY";1706422876;1706423335;;;;
"Manu Le Prince";"Children of the night";"From soul to soul (Beauty & the beast)";2022;"FREMEAUX & ASSOCIES";1706423333;1706423565;;;;
"Gal Costa";"Nenhuma dor";"Coração vagabundo (Feat. Rubel)";2021;"BISCOITO FINO";1706423565;1706423720;;;;
"Jay Jay Johnson";"Tangence";"Lament";1994;"VERVE";1706423718;1706424042;"https://www.deezer.com/track/2634000202";;;
"Un Poco Loco";"Ornithologie";"Yardbird suite";2020;"UMLAUT";1706424039;1706424170;;;;
"Tete Montoliu";"A tot jazz";"Au privave";1965;"FRESH SOUNDS";1706424169;1706424552;;;;
"Antonio Lizana";"Vishuddha";"Camino";2023;"Cristal Records";1706424546;1706424865;;"https://open.spotify.com/track/1G8IcNvXRfn25z99u7sPBo";"https://music.apple.com/fr/album/camino/1708453398?i=1708453642&uo=4";
"Ruben Carles";"Imaginación universal";"Invierno 1924";2020;"FRESH SOUND NEW TALENT";1706424862;1706425037;"https://www.deezer.com/track/1095363112";"https://open.spotify.com/track/5V3nEwN18MN7RvnLr2kNkk";"https://music.apple.com/fr/album/invierno-1924/1533934539?i=1533934546&uo=4";
"Bigyuki";"Neon chapter";"Neon chapter (feat. Arto Lindsay)";2021;"UNIVERSAL MUSIC";1706425029;1706425379;;;;
"Leon Phal";"Stress killer";"Idylla (feat. K.O.G)";2023;"HEAVENLY SWEETNESS";1706425380;1706425603;;;;
"Herbie Hancock";"Dis Is Da Drum";"Butterfly";1994;"MERCURY";1706425601;1706425968;;"https://open.spotify.com/track/46V1AVbGSzW6CAPWKKpby5";;
"Herbie Mann";"Flute Fraternity";"Baubles, bangles and beads";1957;"REVOLA";1706425944;1706426200;"https://www.deezer.com/track/12367726";;"https://music.apple.com/fr/album/baubles-bangles-and-beads/638618711?i=638619185&uo=4";
"Patti Page";"You go to my head and Manhattan tower";"You go to my head (";1953;"SEPIA RECORDS";1706426199;1706426351;;;;
"Shades";"Blue skies";"It's all right with me";2018;"LES P'TITS CAILLOUX DU CHEMIN";1706426346;1706426554;;;;
"Selmer #607";"Anniversary songs / Vol. 3";"Mademoiselle";2017;"CRISTAL RECORDS";1706426553;1706426760;;;;
"Mathias Levy";"Les démons familiers";"Origines (feat. Laurent Derache)";2022;"PEEWEE";1706426752;1706427112;;;;
"Sienna Dahlen & Bill Coon";"Balladextrous";"Too late now";2023;"Cellar Live";1706427112;1706427407;;;;
"Gerry Mulligan Sextet";"Night lights";"Night lights";1963;"MERCURY";1706427402;1706427693;;"https://open.spotify.com/track/5eVERkVvJKBgV2FziCoLDE";"https://music.apple.com/fr/album/night-lights/1446912991?i=1446912998&uo=4";
"Yussef Dayes";"Black classical music";"Marching band (feat. Masego)";2023;"BROWNSWOOD / CASHMERE THOUGHTS / NONESUCH";1706427688;1706427970;;"https://open.spotify.com/track/2yLzNUOCplDDi1yG6jkSix";"https://music.apple.com/fr/album/marching-band-feat-masego/1683587217?i=1683587535&uo=4";
"Myele Manzanza";"Crisis & Opportunity / Vol. 2 : Peaks";"Peaks & Ferns";2021;"Deepmatter";1706427968;1706428185;;"https://open.spotify.com/track/0vINbddFhMxPasIYiiTcLu";;
"Mongo Santamaria";"Mongo introduces la Lupe";"Montuneando";1963;"MILESTONE";1706428184;1706428422;;;"https://music.apple.com/fr/album/montuneando/1080212572?i=1080212580&uo=4";
"Ali Jackson";"Amalgamations";"Done tol' you fo' five times";2015;"SUNNYSIDE";1706428418;1706428748;;;;
"FRED MC DOWELL";;"Jesus gonna make up my dying bed";;;1706428745;1706428799;;;;
"Edward Perraud";"Espaces";"Elevation";2018;"Label Bleu";1706428800;1706428997;;"https://open.spotify.com/track/2Rc66JEgPAYvAsb8YhBLk3";;
"Stan Getz";"Bossas and ballads : The lost sessions";"Feijoada";1989;"VERVE";1706428996;1706429378;;;;
"Molly Johnson";"Another day";"Sweet sublime";2003;"EMARCY";1706429376;1706429709;;;;
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"Stella by starlight";1957;"FRESH SOUND RECORDS";1706429706;1706429890;;;"https://music.apple.com/fr/album/stella-by-starlight/537046405?i=537046581&uo=4";
"Bill Frisell";"Disfarmer";"Drink";2007;"NONESUCH";1706429889;1706430154;;;;
"Taj Mahal";"The best of the private years";"Senor blues";1997;"BMG";1706430151;1706430514;;"https://open.spotify.com/track/6soc1oZPNwoiXTD4Uvx8pb";;
"Trilok Gurtu";"Spellbound";"All blues";2013;"MOOSICUS RECORDS";1706430511;1706430902;;;;
"Paul Gonsalves";"Ellingtonia moods & blues";"I'm beginning to see the light";1960;"BMG";1706430899;1706431139;;;;
"Omar Sosa";"Across the divide / A tale of rhythm & ancestry";"Promised land";2009;"HALF NOTE RECORDS";1706431138;1706431560;;;;
"Bennie Maupin";"Slow traffic to the right /  Moonscapes";"Water torture";1977;"VOCALION";1706431557;1706431841;;"https://open.spotify.com/track/20TWMgbMP6B0nMZkNyV2mg";"https://music.apple.com/fr/album/water-torture/1362910441?i=1362910826&uo=4";
"United Colors Of Mediterranee";"Sirocco";"Bird's eyes view (feat. Jason Marsalis)";2018;"O JAZZ";1706431838;1706432177;;;"https://music.apple.com/fr/album/birds-eyes-view-feat-jason-marsalis/1377671029?i=1377671257&uo=4";
"Billie Holiday";"Songs for distingue lovers";"Body And Soul";1957;"VERVE";1706432175;1706432555;"https://www.deezer.com/track/62794573";"https://open.spotify.com/track/7c7yHHFdYkqBzS1DG3UIFq";"https://music.apple.com/fr/album/body-and-soul/1469586500?i=1469586504&uo=4";
"Chick Corea";"Further explorations";"Another tango";2012;"CONCORD JAZZ";1706432555;1706432963;;"https://open.spotify.com/track/2rZ5PSwaCYbMVjeccvVlq2";;
"Barbara Dennerlein";"Junkanoo";"Walk on air";1997;"VERVE";1706432953;1706433274;;"https://open.spotify.com/track/4kpezaDbZMSRZmlZfahJ75";"https://music.apple.com/fr/album/walk-on-air/1443334686?i=1443335058&uo=4";
"Sandra Nkake";"Mansaadi";"I miss my land";2008;"WAGRAM";1706433238;1706433539;;"https://open.spotify.com/track/3fKLkfHtdmdMZmgL2n4lMp";"https://music.apple.com/fr/album/i-miss-my-land/293618987?i=293618996&uo=4";
"Teddy Wilson";"And then they wrote / Mister Wilson and mister Gershwin";"""""Misty""""";1959;"COLUMBIA";1706433537;1706433696;;;;
"Ben Williams";"Coming of age";"Strength and beauty";2015;"FANTASY CONCORD";1706433695;1706434012;;"https://open.spotify.com/track/7jDZfaRbCIXdCZ3O3KHbFG";"https://music.apple.com/fr/album/strength-and-beauty/1443264462?i=1443264466&uo=4";
"Art Ensemble Of Chicago";"Les stances à Sophie";"Theme de yoyo";1970;"SOUL JAZZ";1706434009;1706434542;;;;
"Harry Sokal";"Reloaded";"Du liebä bueb vom ämmital";2006;"ACT";1706434538;1706434847;;;;
"Dave Brubeck";"Time further out";"Far more blue";1961;"COLUMBIA";1706434845;1706435118;"https://www.deezer.com/track/53428331";;"https://music.apple.com/fr/album/far-more-blue/593269152?i=593269168&uo=4";
"Jean Baptiste Ferre";"Mambas";"Samba bancale";2018;"SUPER SOUND";1706435115;1706435429;;"https://open.spotify.com/track/5bTyqOE7kjVDuPVCsvPMTL";;
"Chano Dominguez";"Chano";"Well you needn't";1993;"NUBA";1706435427;1706435678;;"https://open.spotify.com/track/3JlY8scty95ggEMJhjccN0";;
"Eddie Roberts";"Roughneck";"Szabo";2004;"DREYFUS";1706435677;1706435965;;"https://open.spotify.com/track/75Ms0bz1qH1ct22g5Pwkhc";;
"Johnny Hartman";"Unforgettable";"Unforgettable";1966;"IMPULSE";1706435964;1706436120;;"https://open.spotify.com/track/6COFKNQoAgBN4hgiF7q6A8";"https://music.apple.com/fr/album/unforgettable/1552984584?i=1552984740&uo=4";
"Frank Woeste";"Double you";"God put a smile upon your face";2011;"World Village";1706436118;1706436464;;"https://open.spotify.com/track/6DqPME9kebSJszTFzO7MAT";;
"Niels Henning Orsted Pedersen";"Double Bass";"Little train";1976;"SteepleChase";1706436448;1706436760;;;;
"Johnny O Neal Trio";"O' neal is back";"Tight";2016;"ABEAT";1706436757;1706437035;;;;
"Paul Bley";"Early trios";"There will never be another you";1954;"FRESH SOUND RECORDS";1706437033;1706437377;;"https://open.spotify.com/track/4Uv23eiOX7NEhNws10OXzm";"https://music.apple.com/fr/album/there-will-never-be-another-you/1443496862?i=1443497065&uo=4";
"Ramachandra Borcar";"Steel and glass";"The falling leaves";2008;"LE SON DU MA";1706437375;1706437730;;;;
"Stacey Kent";"Close your eyes";"I'm old fashioned";1997;"CANDID";1706437728;1706437900;;"https://open.spotify.com/track/2Rhd2D90baRogqq44qwiqv";;
"Lorenzo Naccarato";"Nova Rupta";"Nova Rupta";2018;"Laborie Jazz";1706437897;1706438056;;"https://open.spotify.com/track/0uBpBrEuM8BYdZrCD3eEk0";;
"Roberto Roena";"I like it like that remixes";"Take five";1966;"BECAUSE";1706438053;1706438373;"https://www.deezer.com/track/896459002";;;
"Catherine Russell";"Inside this heart of mine";"Troubled waters";2010;"WORLDVILLAGE";1706438371;1706438639;;"https://open.spotify.com/track/2AZMmcYhzM1NIFfYy1RJLZ";"https://music.apple.com/fr/album/troubled-waters/586348628?i=586349038&uo=4";
"Lonnie Liston Smith & The Cosmic Echoes";"Astral traveling";"In Search of Truth";2002;"FLYING DUTCHMAN";1706438634;1706439064;;;;
"Brad Mehldau";"Largo";"Dear Prudence";2002;"WEA";1706439059;1706439379;;"https://open.spotify.com/track/0wjfTfh7VSiE6Jatrfuz7U";"https://music.apple.com/fr/album/dear-prudence/73256991?i=73256902&uo=4";
"Johnny Pace";"Chet Baker introduces Johnny Pace";"It might as well be spring";1958;"RIVERSIDE";1706439374;1706439601;;;;
